"date";"country";"rating";"agency";"grade";"outlook"
"2016-02-05";"albania";"B+";"standardPoors";"highly speculative";"stable"
"2014-10-10";"albania";"B";"standardPoors";"highly speculative";"positive"
"2014-04-11";"albania";"B";"standardPoors";"highly speculative";"stable"
"2013-12-06";"albania";"B";"standardPoors";"highly speculative";"negative"
"2010-04-19";"albania";"B+";"standardPoors";"highly speculative";"stable"
"2007-06-29";"albania";"B+";"moodys";"highly speculative";"stable"
"2022-02-04";"andorra";"BBB";"moodys";"lower medium grade";"stable"
"2022-01-14";"andorra";"BBB";"standardPoors";"lower medium grade";"positive"
"2022-01-14";"andorra";"BBB+";"fitch";"lower medium grade";"positive"
"2020-04-24";"andorra";"BBB";"standardPoors";"lower medium grade";"stable"
"2019-07-19";"andorra";"BBB";"standardPoors";"lower medium grade";"positive"
"2018-08-10";"andorra";"BBB+";"fitch";"lower medium grade";"stable"
"2017-07-28";"andorra";"BBB";"standardPoors";"lower medium grade";"stable"
"2017-02-24";"andorra";"BBB";"fitch";"lower medium grade";"positive"
"2016-07-29";"andorra";"BBB-";"standardPoors";"lower medium grade";"stable"
"2015-09-11";"andorra";"BBB";"fitch";"lower medium grade";"stable"
"2015-06-24";"andorra";"BBB-";"standardPoors";"lower medium grade";"negative"
"2015-03-27";"andorra";"BBB-";"standardPoors";"lower medium grade";"negative watch"
"2015-03-12";"andorra";"BBB";"standardPoors";"lower medium grade";"negative watch"
"2014-10-03";"andorra";"BBB+";"standardPoors";"lower medium grade";"stable"
"2012-12-03";"andorra";"A-";"standardPoors";"upper medium grade";"negative"
"2010-06-14";"andorra";"A";"standardPoors";"upper medium grade";"negative"
"2009-05-26";"andorra";"A+";"standardPoors";"upper medium grade";"stable"
"2008-08-12";"andorra";"AA-";"standardPoors";"high grade";"negative"
"2007-08-16";"andorra";"AA";"standardPoors";"high grade";"negative"
"2004-08-11";"andorra";"AA";"standardPoors";"high grade";"stable"
"2003-05-06";"andorra";"AA-";"standardPoors";"high grade";"stable"
"2022-02-04";"angola";"B-";"standardPoors";"highly speculative";"stable"
"2022-01-21";"angola";"B-";"fitch";"highly speculative";"stable"
"2021-09-13";"angola";"B-";"moodys";"highly speculative";"stable"
"2020-09-08";"angola";"CCC+";"moodys";"substantial risks";"stable"
"2020-09-04";"angola";"CCC";"fitch";"substantial risks";NA
"2020-03-31";"angola";"B-";"moodys";"highly speculative";"under review"
"2020-03-26";"angola";"CCC+";"standardPoors";"substantial risks";"stable"
"2020-03-06";"angola";"B-";"fitch";"highly speculative";"stable"
"2019-07-12";"angola";"B";"fitch";"highly speculative";"negative"
"2019-02-08";"angola";"B-";"standardPoors";"highly speculative";"negative"
"2018-12-28";"angola";"B";"fitch";"highly speculative";"stable"
"2018-12-21";"angola";"B";"fitch";"highly speculative";"under review"
"2018-04-28";"angola";"B-";"moodys";"highly speculative";"stable"
"2018-04-25";"angola";"B";"fitch";"highly speculative";"stable"
"2018-02-07";"angola";"B";"moodys";"highly speculative";"under review"
"2017-10-20";"angola";"B";"moodys";"highly speculative";"stable"
"2017-08-11";"angola";"B-";"standardPoors";"highly speculative";"stable"
"2016-09-23";"angola";"B";"fitch";"highly speculative";"negative"
"2016-08-12";"angola";"B";"standardPoors";"highly speculative";"negative"
"2016-04-29";"angola";"B+";"moodys";"highly speculative";"negative"
"2016-03-25";"angola";"B+";"fitch";"highly speculative";"negative"
"2016-03-04";"angola";"BB";"moodys";"non-investment grade speculative";"negative watch"
"2016-02-12";"angola";"B";"standardPoors";"highly speculative";"stable"
"2015-09-15";"angola";"B+";"fitch";"highly speculative";"stable"
"2015-08-14";"angola";"B+";"standardPoors";"highly speculative";"negative"
"2015-03-27";"angola";"BB-";"fitch";"non-investment grade speculative";"negative"
"2015-03-04";"angola";"BB";"moodys";"non-investment grade speculative";"negative"
"2015-02-13";"angola";"B+";"standardPoors";"highly speculative";"stable"
"2014-08-08";"angola";"BB";"moodys";"non-investment grade speculative";"stable"
"2014-04-11";"angola";"BB-";"fitch";"non-investment grade speculative";"stable"
"2012-08-22";"angola";"BB-";"moodys";"non-investment grade speculative";"positive"
"2012-05-23";"angola";"BB-";"fitch";"non-investment grade speculative";"positive"
"2011-11-21";"angola";"BB-";"fitch";"non-investment grade speculative";"stable"
"2011-07-12";"angola";"BB-";"standardPoors";"non-investment grade speculative";"stable"
"2011-06-03";"angola";"BB-";"moodys";"non-investment grade speculative";"stable"
"2011-05-24";"angola";"BB-";"fitch";"non-investment grade speculative";"stable"
"2011-04-26";"angola";"B+";"moodys";"highly speculative";"positive watch"
"2010-05-19";"angola";"B+";"standardPoors";"highly speculative";"stable"
"2010-05-19";"angola";"B+";"fitch";"highly speculative";"positive"
"2010-05-19";"angola";"B+";"moodys";"highly speculative";"positive"
"2020-09-28";"argentina";"CC";"moodys";"extremely speculative";"stable"
"2020-09-10";"argentina";"CCC";"fitch";"substantial risks";NA
"2020-09-10";"argentina";"CCC";"dbrs";"substantial risks";"stable"
"2020-09-07";"argentina";"CCC+";"standardPoors";"substantial risks";"stable"
"2020-05-26";"argentina";"RD";"fitch";"In default with little prospect for recovery";NA
"2020-04-17";"argentina";"C";"fitch";NA;NA
"2020-04-07";"argentina";"CC";"fitch";"extremely speculative";NA
"2020-04-07";"argentina";"SD";"standardPoors";"In default with little prospect for recovery";NA
"2020-04-06";"argentina";"RD";"fitch";"In default with little prospect for recovery";NA
"2020-04-03";"argentina";"CC";"moodys";"extremely speculative";"negative"
"2020-01-07";"argentina";"CCC-";"standardPoors";"substantial risks";"negative"
"2019-12-30";"argentina";"CC";"standardPoors";"extremely speculative";"negative"
"2019-12-23";"argentina";"CC";"fitch";"extremely speculative";NA
"2019-12-23";"argentina";"SD";"dbrs";"In default with little prospect for recovery";NA
"2019-12-20";"argentina";"RD";"fitch";"In default with little prospect for recovery";NA
"2019-12-20";"argentina";"SD";"standardPoors";"In default with little prospect for recovery";"negative"
"2019-09-03";"argentina";"CC";"fitch";"extremely speculative";NA
"2019-08-30";"argentina";"CC";"dbrs";"extremely speculative";"under review"
"2019-08-30";"argentina";"CCC-";"standardPoors";"substantial risks";"negative"
"2019-08-30";"argentina";"CCC";"moodys";"substantial risks";"under review"
"2019-08-30";"argentina";"RD";"fitch";"In default with little prospect for recovery";NA
"2019-08-29";"argentina";"SD";"standardPoors";"In default with little prospect for recovery";NA
"2019-08-16";"argentina";"CCC";"fitch";"substantial risks";"negative"
"2019-08-16";"argentina";"B-";"standardPoors";"highly speculative";"negative"
"2019-07-12";"argentina";"B";"moodys";"highly speculative";"negative"
"2018-11-12";"argentina";"B";"standardPoors";"highly speculative";"stable"
"2018-11-07";"argentina";"B";"fitch";"highly speculative";"negative"
"2018-08-31";"argentina";"B+";"standardPoors";"highly speculative";"negative watch"
"2018-05-04";"argentina";"B";"fitch";"highly speculative";"stable"
"2017-11-29";"argentina";"B";"moodys";"highly speculative";"stable"
"2017-11-07";"argentina";"B";"fitch";"highly speculative";"positive"
"2017-10-30";"argentina";"B+";"standardPoors";"highly speculative";"stable"
"2017-04-04";"argentina";"B";"standardPoors";"highly speculative";"stable"
"2017-03-06";"argentina";"B-";"moodys";"highly speculative";"positive"
"2016-05-13";"argentina";"B";"dbrs";"highly speculative";"stable"
"2016-05-10";"argentina";"B";"fitch";"highly speculative";"stable"
"2016-05-06";"argentina";"B-";"standardPoors";"highly speculative";"stable"
"2016-04-15";"argentina";"B-";"moodys";"highly speculative";"stable"
"2015-11-24";"argentina";"CCC+";"moodys";"substantial risks";"positive"
"2015-11-02";"argentina";"CCC+";"moodys";"substantial risks";"stable"
"2014-07-31";"argentina";"RD";"fitch";"In default with little prospect for recovery";NA
"2014-07-31";"argentina";"SD";"dbrs";"In default with little prospect for recovery";NA
"2014-07-31";"argentina";"CCC+";"moodys";"substantial risks";"negative"
"2014-07-30";"argentina";"SD";"standardPoors";"In default with little prospect for recovery";NA
"2014-07-01";"argentina";"CCC-";"standardPoors";"substantial risks";"negative watch"
"2014-06-20";"argentina";"CC";"dbrs";"extremely speculative";"under review"
"2014-06-17";"argentina";"CCC-";"standardPoors";"substantial risks";"negative"
"2014-03-17";"argentina";"CCC+";"moodys";"substantial risks";"stable"
"2014-02-18";"argentina";"CCC+";"dbrs";"substantial risks";"negative"
"2013-09-10";"argentina";"CCC+";"standardPoors";"substantial risks";"negative"
"2013-08-30";"argentina";"B-";"dbrs";"highly speculative";"under review"
"2012-11-27";"argentina";"CC";"fitch";"extremely speculative";NA
"2012-11-12";"argentina";"B";"dbrs";"highly speculative";"under review"
"2012-10-30";"argentina";"B";"fitch";"highly speculative";"negative watch"
"2012-10-30";"argentina";"B-";"standardPoors";"highly speculative";"negative"
"2012-09-17";"argentina";"B-";"moodys";"highly speculative";"negative"
"2012-04-23";"argentina";"B";"standardPoors";"highly speculative";"negative"
"2011-10-05";"argentina";"B";"dbrs";"highly speculative";"stable"
"2010-10-19";"argentina";"B-";"dbrs";"highly speculative";"positive"
"2010-09-13";"argentina";"B";"standardPoors";"highly speculative";"stable"
"2010-07-12";"argentina";"B";"fitch";"highly speculative";"stable"
"2008-10-31";"argentina";"B-";"standardPoors";"highly speculative";"stable"
"2008-10-22";"argentina";"B-";"dbrs";"highly speculative";"negative"
"2008-08-14";"argentina";"B-";"moodys";"highly speculative";"stable"
"2008-08-11";"argentina";"B";"standardPoors";"highly speculative";"stable"
"2008-04-25";"argentina";"B+";"standardPoors";"highly speculative";"negative"
"2007-09-06";"argentina";"B-";"dbrs";"highly speculative";"stable"
"2007-01-16";"argentina";"B-";"moodys";"highly speculative";"positive"
"2006-10-02";"argentina";"B+";"standardPoors";"highly speculative";"stable"
"2006-03-23";"argentina";"B";"standardPoors";"highly speculative";"stable"
"2005-12-14";"argentina";"RD";"fitch";"In default with little prospect for recovery";NA
"2005-06-29";"argentina";"B-";"moodys";"highly speculative";"stable"
"2005-06-03";"argentina";"DDD";"fitch";"in default";NA
"2005-06-01";"argentina";"B-";"standardPoors";"highly speculative";"stable"
"2005-01-14";"argentina";"D";"fitch";"in default";NA
"2003-08-20";"argentina";"CCC+";"moodys";"substantial risks";"stable"
"2001-12-21";"argentina";"CC";"moodys";"extremely speculative";"stable"
"2001-12-03";"argentina";"DDD";"fitch";"in default";NA
"2001-11-06";"argentina";"SD";"standardPoors";"In default with little prospect for recovery";NA
"2001-11-06";"argentina";"C";"fitch";NA;"negative watch"
"2001-11-02";"argentina";"CC";"fitch";"extremely speculative";"negative watch"
"2001-10-30";"argentina";"CC";"standardPoors";"extremely speculative";"negative"
"2001-10-12";"argentina";"CCC-";"fitch";"substantial risks";"negative"
"2001-10-12";"argentina";"CCC-";"moodys";"substantial risks";"stable"
"2001-10-09";"argentina";"CCC+";"standardPoors";"substantial risks";"negative"
"2001-07-26";"argentina";"CCC+";"moodys";"substantial risks";"negative"
"2001-07-13";"argentina";"B-";"moodys";"highly speculative";"negative watch"
"2001-07-12";"argentina";"B-";"standardPoors";"highly speculative";"negative"
"2001-07-11";"argentina";"B-";"fitch";"highly speculative";"negative"
"2001-06-06";"argentina";"B";"standardPoors";"highly speculative";"negative"
"2001-05-08";"argentina";"B";"standardPoors";"highly speculative";"negative watch"
"2001-03-28";"argentina";"B+";"fitch";"highly speculative";"negative watch"
"2001-03-28";"argentina";"B";"moodys";"highly speculative";"negative watch"
"2001-03-26";"argentina";"B+";"standardPoors";"highly speculative";"negative watch"
"2001-03-20";"argentina";"BB-";"fitch";"non-investment grade speculative";"negative watch"
"2001-03-19";"argentina";"BB-";"standardPoors";"non-investment grade speculative";"negative watch"
"2000-11-21";"argentina";"B+";"moodys";"highly speculative";"negative"
"2000-11-14";"argentina";"BB-";"standardPoors";"non-investment grade speculative";"stable"
"2000-09-22";"argentina";"BB";"standardPoors";"non-investment grade speculative";"negative watch"
"2000-09-21";"argentina";"BB";"fitch";"non-investment grade speculative";"negative"
"2022-03-24";"armenia";"BB-";"moodys";"non-investment grade speculative";"negative"
"2021-10-12";"armenia";"B+";"standardPoors";"highly speculative";"positive"
"2020-10-05";"armenia";"B+";"fitch";"highly speculative";"stable"
"2020-04-03";"armenia";"BB-";"fitch";"non-investment grade speculative";"negative"
"2019-11-22";"armenia";"BB-";"fitch";"non-investment grade speculative";"stable"
"2019-10-10";"armenia";NA;"analyst";NA;NA
"2019-10-10";"armenia";"50";"analyst";NA;NA
"2019-08-27";"armenia";"BB-";"moodys";"non-investment grade speculative";"stable"
"2018-03-09";"armenia";"B+";"moodys";"highly speculative";"positive"
"2017-12-15";"armenia";"B+";"fitch";"highly speculative";"positive"
"2016-03-18";"armenia";"B+";"moodys";"highly speculative";"stable"
"2015-01-30";"armenia";"B+";"fitch";"highly speculative";"stable"
"2015-01-15";"armenia";"BB-";"moodys";"non-investment grade speculative";"negative"
"2013-08-20";"armenia";"BB";"moodys";"non-investment grade speculative";"stable"
"2011-11-21";"armenia";"BB-";"fitch";"non-investment grade speculative";"stable"
"2009-08-13";"armenia";"BB-";"fitch";"non-investment grade speculative";"stable"
"2008-08-14";"armenia";"BB";"moodys";"non-investment grade speculative";"negative"
"2008-07-03";"armenia";"BB";"fitch";"non-investment grade speculative";"stable"
"2007-05-01";"armenia";"BB-";"fitch";"non-investment grade speculative";"positive"
"2006-07-25";"armenia";"BB";"moodys";"non-investment grade speculative";"stable"
"2006-06-05";"armenia";"BB-";"fitch";"non-investment grade speculative";"stable"
"2021-04-07";"aruba";"BB";"fitch";"non-investment grade speculative";"stable"
"2021-03-15";"aruba";"BBB";"standardPoors";"lower medium grade";"stable"
"2020-04-16";"aruba";"BBB+";"standardPoors";"lower medium grade";"negative"
"2020-04-08";"aruba";"BB";"fitch";"non-investment grade speculative";"negative"
"2019-08-06";"aruba";"BBB+";"standardPoors";"lower medium grade";"stable"
"2018-06-25";"aruba";"BBB+";"standardPoors";"lower medium grade";"negative"
"2018-04-18";"aruba";"BBB-";"fitch";"lower medium grade";"negative"
"2017-06-14";"aruba";"BBB+";"standardPoors";"lower medium grade";"stable"
"2016-06-06";"aruba";"BBB+";"standardPoors";"lower medium grade";"positive"
"2014-07-23";"aruba";"BBB-";"fitch";"lower medium grade";"stable"
"2013-08-22";"aruba";"BBB";"fitch";"lower medium grade";"negative"
"2013-06-14";"aruba";"BBB+";"standardPoors";"lower medium grade";"stable"
"2012-08-24";"aruba";"A-";"standardPoors";"upper medium grade";"negative"
"2011-11-21";"aruba";"BBB";"fitch";"lower medium grade";"stable"
"2011-11-17";"aruba";"A-";"standardPoors";"upper medium grade";"stable"
"2010-11-02";"aruba";"A-";"standardPoors";"upper medium grade";"negative"
"2006-06-08";"aruba";"BBB";"fitch";"lower medium grade";"stable"
"2003-06-12";"aruba";"BBB";"fitch";"lower medium grade";"negative"
"2002-04-29";"aruba";"BBB";"fitch";"lower medium grade";"stable"
"2021-10-13";"australia";"AAA";"fitch";"prime";"stable"
"2021-06-06";"australia";"AAA";"standardPoors";"prime";"stable"
"2020-05-21";"australia";"AAA";"fitch";"prime";"negative"
"2020-04-08";"australia";"AAA";"standardPoors";"prime";"negative"
"2018-09-21";"australia";"AAA";"standardPoors";"prime";"stable"
"2016-07-06";"australia";"AAA";"standardPoors";"prime";"negative"
"2014-07-31";"australia";"AAA";"dbrs";"prime";"stable"
"2011-11-28";"australia";"AAA";"fitch";"prime";"stable"
"2003-02-16";"australia";"AAA";"standardPoors";"prime";"stable"
"2003-02-03";"australia";"AA+";"fitch";"high grade";"stable"
"2002-10-20";"australia";"AAA";"moodys";"prime";"stable"
"2000-09-21";"australia";"AA";"fitch";"high grade";"stable"
"1999-05-17";"australia";"AA+";"standardPoors";"high grade";"stable"
"1998-11-19";"australia";"AA";"fitch";"high grade";NA
"1998-06-18";"australia";"AA";"fitch";"high grade";"negative watch"
"1996-08-21";"australia";"AA";"standardPoors";"high grade";"positive"
"1996-01-25";"australia";"AA";"fitch";"high grade";NA
"1993-09-03";"australia";"AA";"standardPoors";"high grade";"stable"
"1989-10-24";"australia";"AA";"standardPoors";"high grade";"negative"
"1989-09-10";"australia";"AA";"moodys";"high grade";"stable"
"1989-06-26";"australia";"AA+";"standardPoors";"high grade";"negative"
"1986-12-02";"australia";"AA+";"standardPoors";"high grade";NA
"1986-09-10";"australia";"AA+";"moodys";"high grade";"stable"
"1975-06-06";"australia";"AAA";"standardPoors";"prime";NA
"1974-10-15";"australia";"AAA";"moodys";"prime";"stable"
"1962-01-15";"australia";"A";"moodys";"upper medium grade";"stable"
"1957-02-27";"australia";"BBB";"standardPoors";"lower medium grade";NA
"2022-02-25";"austria";"AA+";"standardPoors";"high grade";"positive"
"2020-05-15";"austria";"AA+";"fitch";"high grade";"stable"
"2018-07-20";"austria";"AA+";"fitch";"high grade";"positive"
"2016-06-24";"austria";"AA+";"moodys";"high grade";"stable"
"2015-10-23";"austria";"AAA";"moodys";"prime";"negative"
"2015-02-13";"austria";"AA+";"fitch";"high grade";"stable"
"2013-01-29";"austria";"AA+";"standardPoors";"high grade";"stable"
"2012-01-13";"austria";"AA+";"standardPoors";"high grade";"negative"
"2011-12-05";"austria";"AAA";"standardPoors";"prime";"negative watch"
"2011-06-21";"austria";"AAA";"dbrs";"prime";"stable"
"2000-09-21";"austria";"AAA";"fitch";"prime";"stable"
"1994-08-10";"austria";"AAA";"fitch";"prime";NA
"1989-06-26";"austria";"AAA";"standardPoors";"prime";"stable"
"1977-06-26";"austria";"AAA";"moodys";"prime";"stable"
"1975-07-09";"austria";"AAA";"standardPoors";"prime";NA
"2021-05-14";"azerbaijan";"BB+";"fitch";"non-investment grade speculative";"stable"
"2021-04-06";"azerbaijan";"BB";"moodys";"non-investment grade speculative";"positive"
"2021-01-22";"azerbaijan";"BB+";"standardPoors";"non-investment grade speculative";"stable"
"2020-10-23";"azerbaijan";"BB+";"standardPoors";"non-investment grade speculative";"negative"
"2020-04-10";"azerbaijan";"BB+";"fitch";"non-investment grade speculative";"negative"
"2018-02-02";"azerbaijan";"BB+";"fitch";"non-investment grade speculative";"stable"
"2018-01-26";"azerbaijan";"BB+";"standardPoors";"non-investment grade speculative";"stable"
"2017-08-18";"azerbaijan";"BB";"moodys";"non-investment grade speculative";"stable"
"2017-05-19";"azerbaijan";"BB+";"moodys";"non-investment grade speculative";"negative watch"
"2016-07-29";"azerbaijan";"BB+";"standardPoors";"non-investment grade speculative";"negative"
"2016-04-29";"azerbaijan";"BB+";"moodys";"non-investment grade speculative";"negative"
"2016-02-26";"azerbaijan";"BB+";"fitch";"non-investment grade speculative";"negative"
"2016-02-05";"azerbaijan";"BB+";"moodys";"non-investment grade speculative";"negative watch"
"2016-01-29";"azerbaijan";"BB+";"standardPoors";"non-investment grade speculative";"stable"
"2015-01-30";"azerbaijan";"BBB-";"standardPoors";"lower medium grade";"negative"
"2012-05-11";"azerbaijan";"BBB-";"fitch";"lower medium grade";"stable"
"2012-04-19";"azerbaijan";"BBB-";"moodys";"lower medium grade";"stable"
"2011-12-23";"azerbaijan";"BBB-";"standardPoors";"lower medium grade";"stable"
"2011-11-21";"azerbaijan";"BBB-";"fitch";"lower medium grade";"positive"
"2011-05-17";"azerbaijan";"BBB-";"fitch";"lower medium grade";"positive"
"2011-03-08";"azerbaijan";"BB+";"moodys";"non-investment grade speculative";"positive"
"2010-05-20";"azerbaijan";"BBB-";"fitch";"lower medium grade";"stable"
"2009-12-14";"azerbaijan";"BB+";"standardPoors";"non-investment grade speculative";"positive"
"2009-06-19";"azerbaijan";"BB+";"moodys";"non-investment grade speculative";"stable"
"2008-12-16";"azerbaijan";"BB+";"standardPoors";"non-investment grade speculative";"stable"
"2008-08-30";"azerbaijan";"BB+";"moodys";"non-investment grade speculative";"positive"
"2007-02-05";"azerbaijan";"BB+";"fitch";"non-investment grade speculative";"stable"
"2006-09-15";"azerbaijan";"BB+";"moodys";"non-investment grade speculative";"stable"
"2004-11-22";"azerbaijan";"BB";"fitch";"non-investment grade speculative";"stable"
"2002-07-25";"azerbaijan";"BB-";"fitch";"non-investment grade speculative";"positive"
"2001-07-20";"azerbaijan";"BB-";"fitch";"non-investment grade speculative";"stable"
"2000-09-21";"azerbaijan";"B+";"fitch";"highly speculative";"positive"
"2000-07-03";"azerbaijan";"B+";"fitch";"highly speculative";NA
"2021-11-12";"bahamas";"B+";"standardPoors";"highly speculative";"stable"
"2021-09-17";"bahamas";"BB-";"moodys";"non-investment grade speculative";"negative"
"2020-11-12";"bahamas";"BB-";"standardPoors";"non-investment grade speculative";"negative"
"2020-06-25";"bahamas";"BB";"moodys";"non-investment grade speculative";"negative"
"2020-04-16";"bahamas";"BB";"standardPoors";"non-investment grade speculative";"negative"
"2020-04-09";"bahamas";"BBB-";"moodys";"lower medium grade";"under review"
"2020-03-12";"bahamas";"BB+";"standardPoors";"non-investment grade speculative";"negative"
"2019-02-21";"bahamas";"BBB-";"moodys";"lower medium grade";"stable"
"2017-08-25";"bahamas";"BBB-";"moodys";"lower medium grade";"negative"
"2017-07-06";"bahamas";"BBB-";"moodys";"lower medium grade";"negative watch"
"2016-12-20";"bahamas";"BB+";"standardPoors";"non-investment grade speculative";"stable"
"2016-08-22";"bahamas";"BBB-";"moodys";"lower medium grade";"stable"
"2016-07-01";"bahamas";"BBB";"moodys";"lower medium grade";"negative watch"
"2015-08-25";"bahamas";"BBB-";"standardPoors";"lower medium grade";"negative"
"2015-07-02";"bahamas";"BBB";"standardPoors";"lower medium grade";"negative watch"
"2014-09-02";"bahamas";"BBB";"moodys";"lower medium grade";"stable"
"2012-12-14";"bahamas";"BBB+";"moodys";"lower medium grade";"negative"
"2012-09-24";"bahamas";"BBB";"standardPoors";"lower medium grade";"negative"
"2011-10-31";"bahamas";"BBB";"standardPoors";"lower medium grade";"stable"
"2011-08-31";"bahamas";"A-";"moodys";"upper medium grade";"negative"
"2009-12-23";"bahamas";"BBB+";"standardPoors";"lower medium grade";"stable"
"2008-11-24";"bahamas";"A-";"standardPoors";"upper medium grade";"negative"
"2008-01-28";"bahamas";"A-";"standardPoors";"upper medium grade";"stable"
"2007-08-01";"bahamas";"A-";"standardPoors";"upper medium grade";"positive"
"2003-12-03";"bahamas";"A-";"standardPoors";"upper medium grade";"stable"
"2003-06-26";"bahamas";"A-";"moodys";"upper medium grade";"stable"
"2001-09-06";"bahamas";"A-";"moodys";"upper medium grade";"positive"
"1997-01-24";"bahamas";"A-";"moodys";"upper medium grade";"stable"
"2022-04-22";"bahrain";"B";"moodys";"highly speculative";"stable"
"2021-11-26";"bahrain";"B+";"standardPoors";"highly speculative";"stable"
"2021-05-28";"bahrain";"B+";"standardPoors";"highly speculative";"negative"
"2021-04-29";"bahrain";"B";"moodys";"highly speculative";"negative"
"2020-08-14";"bahrain";"B+";"fitch";"highly speculative";"stable"
"2020-03-26";"bahrain";"B+";"standardPoors";"highly speculative";"stable"
"2019-11-29";"bahrain";"B+";"standardPoors";"highly speculative";"positive"
"2018-12-17";"bahrain";"B";"moodys";"highly speculative";"stable"
"2018-08-03";"bahrain";"B";"moodys";"highly speculative";"negative"
"2018-03-01";"bahrain";"BB-";"fitch";"non-investment grade speculative";"stable"
"2017-12-01";"bahrain";"B+";"standardPoors";"highly speculative";"stable"
"2017-11-10";"bahrain";"BB+";"fitch";"non-investment grade speculative";"negative"
"2017-07-28";"bahrain";"B+";"moodys";"highly speculative";"negative"
"2017-06-30";"bahrain";"BB+";"fitch";"non-investment grade speculative";"negative"
"2017-06-12";"bahrain";"BB+";"fitch";"non-investment grade speculative";"negative"
"2017-06-02";"bahrain";"BB-";"standardPoors";"non-investment grade speculative";"negative"
"2016-12-09";"bahrain";"BB-";"standardPoors";"non-investment grade speculative";"stable"
"2016-06-28";"bahrain";"BB+";"fitch";"non-investment grade speculative";"stable"
"2016-05-14";"bahrain";"BB";"moodys";"non-investment grade speculative";"negative"
"2016-03-04";"bahrain";"BB+";"moodys";"non-investment grade speculative";"negative watch"
"2016-02-17";"bahrain";"BB";"standardPoors";"non-investment grade speculative";"stable"
"2015-12-04";"bahrain";"BBB-";"fitch";"lower medium grade";"negative"
"2015-06-05";"bahrain";"BBB-";"fitch";"lower medium grade";"stable"
"2015-04-16";"bahrain";"BBB-";"moodys";"lower medium grade";"negative"
"2015-02-09";"bahrain";"BBB-";"standardPoors";"lower medium grade";"negative"
"2014-12-19";"bahrain";"BBB";"fitch";"lower medium grade";"negative"
"2014-12-12";"bahrain";"BBB";"standardPoors";"lower medium grade";"negative"
"2013-09-18";"bahrain";"BBB";"moodys";"lower medium grade";"negative"
"2013-06-14";"bahrain";"BBB+";"moodys";"lower medium grade";"negative watch"
"2013-01-28";"bahrain";"BBB";"standardPoors";"lower medium grade";"stable"
"2011-11-21";"bahrain";"BBB";"fitch";"lower medium grade";"stable"
"2011-08-03";"bahrain";"BBB";"fitch";"lower medium grade";"stable"
"2011-07-20";"bahrain";"BBB";"standardPoors";"lower medium grade";"negative"
"2011-05-26";"bahrain";"BBB+";"moodys";"lower medium grade";"negative"
"2011-03-18";"bahrain";"BBB";"standardPoors";"lower medium grade";"negative watch"
"2011-03-15";"bahrain";"BBB";"fitch";"lower medium grade";"negative watch"
"2011-03-03";"bahrain";"A-";"fitch";"upper medium grade";"negative"
"2011-02-23";"bahrain";"A-";"moodys";"upper medium grade";"negative watch"
"2011-02-21";"bahrain";"A-";"standardPoors";"upper medium grade";"negative watch"
"2011-02-17";"bahrain";"A";"fitch";"upper medium grade";"negative watch"
"2010-08-23";"bahrain";"A-";"moodys";"upper medium grade";"stable"
"2009-01-06";"bahrain";"A";"moodys";"upper medium grade";"negative"
"2007-08-24";"bahrain";"A";"fitch";"upper medium grade";"stable"
"2007-07-25";"bahrain";"A";"moodys";"upper medium grade";"stable"
"2006-10-04";"bahrain";"A-";"moodys";"upper medium grade";"positive"
"2006-09-07";"bahrain";"BBB+";"moodys";"lower medium grade";"positive watch"
"2006-08-17";"bahrain";"A-";"fitch";"upper medium grade";"positive"
"2006-04-05";"bahrain";"A";"standardPoors";"upper medium grade";"stable"
"2003-12-11";"bahrain";"BBB+";"moodys";"lower medium grade";"stable"
"2003-12-02";"bahrain";"A-";"standardPoors";"upper medium grade";"positive"
"2003-01-10";"bahrain";"A-";"fitch";"upper medium grade";"stable"
"2002-12-16";"bahrain";"BBB";"fitch";"lower medium grade";"positive watch"
"2002-08-15";"bahrain";"BBB-";"moodys";"lower medium grade";"stable"
"2002-07-15";"bahrain";"A-";"standardPoors";"upper medium grade";"stable"
"2001-11-27";"bahrain";"BBB";"fitch";"lower medium grade";"stable"
"2000-09-21";"bahrain";"BBB-";"fitch";"lower medium grade";"stable"
"2000-02-16";"bahrain";"BBB-";"fitch";"lower medium grade";NA
"1996-01-29";"bahrain";"BB+";"moodys";"non-investment grade speculative";"stable"
"2014-08-29";"bangladesh";"BB-";"fitch";"non-investment grade speculative";"stable"
"2012-04-19";"bangladesh";"BB-";"moodys";"non-investment grade speculative";"stable"
"2010-04-05";"bangladesh";"BB-";"standardPoors";"non-investment grade speculative";"stable"
"2020-01-13";"barbados";"B-";"standardPoors";"highly speculative";"stable"
"2019-12-11";"barbados";"B-";"standardPoors";"highly speculative";"stable"
"2019-07-03";"barbados";"CCC+";"moodys";"substantial risks";"stable"
"2018-06-06";"barbados";"SD";"standardPoors";"In default with little prospect for recovery";NA
"2017-03-09";"barbados";"CCC-";"moodys";"substantial risks";"stable"
"2017-03-03";"barbados";"CCC+";"standardPoors";"substantial risks";"negative"
"2016-09-23";"barbados";"B-";"standardPoors";"highly speculative";"negative"
"2016-04-04";"barbados";"CCC+";"moodys";"substantial risks";"stable"
"2014-12-19";"barbados";"B";"standardPoors";"highly speculative";"negative"
"2014-06-02";"barbados";"B-";"moodys";"highly speculative";"negative"
"2013-12-20";"barbados";"BB-";"moodys";"non-investment grade speculative";"negative"
