"date";"country";"rating";"agency";"grade";"outlook"
"2013-11-20";"barbados";"BB-";"standardPoors";"non-investment grade speculative";"negative"
"2013-07-18";"barbados";"BB+";"standardPoors";"non-investment grade speculative";"negative"
"2012-12-12";"barbados";"BB+";"moodys";"non-investment grade speculative";"negative"
"2012-07-17";"barbados";"BB+";"standardPoors";"non-investment grade speculative";"stable"
"2011-11-21";"barbados";"BBB-";"standardPoors";"lower medium grade";"negative"
"2011-06-13";"barbados";"BBB-";"moodys";"lower medium grade";"negative"
"2010-10-22";"barbados";"BBB-";"standardPoors";"lower medium grade";"stable"
"2009-11-13";"barbados";"BBB";"standardPoors";"lower medium grade";"negative"
"2009-10-13";"barbados";"BBB-";"moodys";"lower medium grade";"stable"
"2009-06-10";"barbados";"BBB";"standardPoors";"lower medium grade";"stable"
"2009-05-14";"barbados";"BBB";"moodys";"lower medium grade";"negative watch"
"2009-04-08";"barbados";"BBB+";"standardPoors";"lower medium grade";"negative"
"2006-07-26";"barbados";"BBB+";"standardPoors";"lower medium grade";"stable"
"2005-07-29";"barbados";"BBB+";"standardPoors";"lower medium grade";"negative"
"2004-08-05";"barbados";"BBB+";"standardPoors";"lower medium grade";"stable"
"2003-08-20";"barbados";"A-";"standardPoors";"upper medium grade";"negative"
"2000-02-08";"barbados";"BBB";"moodys";"lower medium grade";"stable"
"1999-12-17";"barbados";"A-";"standardPoors";"upper medium grade";"stable"
"1998-11-10";"barbados";"BB+";"moodys";"non-investment grade speculative";"positive"
"1997-04-18";"barbados";"BB+";"moodys";"non-investment grade speculative";"stable"
"1997-02-13";"barbados";"BB";"moodys";"non-investment grade speculative";"positive watch"
"1994-10-05";"barbados";"BB";"moodys";"non-investment grade speculative";"stable"
"2022-05-05";"belarus";"CC";"standardPoors";"extremely speculative";"negative watch"
"2022-03-10";"belarus";"CC";"moodys";"extremely speculative";"negative"
"2022-03-07";"belarus";"CCC";"fitch";"substantial risks";NA
"2022-03-04";"belarus";"CCC";"standardPoors";"substantial risks";"negative watch"
"2021-10-01";"belarus";"B-";"moodys";"highly speculative";"negative"
"2020-11-13";"belarus";"B";"fitch";"highly speculative";"negative"
"2020-09-11";"belarus";"B";"standardPoors";"highly speculative";"negative"
"2018-03-16";"belarus";"B-";"moodys";"highly speculative";"stable"
"2018-01-26";"belarus";"B";"fitch";"highly speculative";"stable"
"2017-10-06";"belarus";"B";"standardPoors";"highly speculative";"stable"
"2017-07-28";"belarus";"B-";"fitch";"highly speculative";"positive"
"2016-06-17";"belarus";"CCC+";"moodys";"substantial risks";"stable"
"2016-02-26";"belarus";"B-";"fitch";"highly speculative";"stable"
"2015-04-17";"belarus";"CCC+";"moodys";"substantial risks";"negative"
"2015-02-23";"belarus";"B-";"moodys";"highly speculative";"negative watch"
"2013-10-18";"belarus";"B-";"standardPoors";"highly speculative";"stable"
"2013-04-17";"belarus";"B-";"standardPoors";"highly speculative";"positive"
"2012-04-18";"belarus";"B-";"standardPoors";"highly speculative";"stable"
"2011-11-04";"belarus";"B-";"moodys";"highly speculative";"negative"
"2011-09-26";"belarus";"B-";"standardPoors";"highly speculative";"negative"
"2011-07-21";"belarus";"B-";"moodys";"highly speculative";"negative watch"
"2011-05-27";"belarus";"B";"standardPoors";"highly speculative";"negative watch"
"2011-03-29";"belarus";"B";"moodys";"highly speculative";"negative"
"2011-03-15";"belarus";"B";"standardPoors";"highly speculative";"negative"
"2010-07-09";"belarus";"B+";"moodys";"highly speculative";"stable"
"2009-06-17";"belarus";"BB";"moodys";"non-investment grade speculative";"negative"
"2008-11-03";"belarus";"B+";"standardPoors";"highly speculative";"negative"
"2007-08-22";"belarus";"BB";"moodys";"non-investment grade speculative";"stable"
"2007-08-21";"belarus";"B+";"standardPoors";"highly speculative";"stable"
"2021-09-24";"belgium";"AA-";"fitch";"high grade";"stable"
"2020-08-14";"belgium";"AA+";"dbrs";"high grade";"negative"
"2020-04-03";"belgium";"AA-";"fitch";"high grade";"negative"
"2016-12-23";"belgium";"AA-";"fitch";"high grade";"stable"
"2014-11-14";"belgium";"AA";"fitch";"high grade";"negative"
"2014-03-21";"belgium";"AA+";"dbrs";"high grade";"stable"
"2014-03-07";"belgium";"AA-";"moodys";"high grade";"stable"
"2014-02-28";"belgium";"AA";"standardPoors";"high grade";"stable"
"2013-01-23";"belgium";"AA";"fitch";"high grade";"stable"
"2012-01-27";"belgium";"AA";"fitch";"high grade";"negative"
"2012-01-13";"belgium";"AA";"standardPoors";"high grade";"negative"
"2011-12-16";"belgium";"AA-";"moodys";"high grade";"negative"
"2011-12-16";"belgium";"AA+";"fitch";"high grade";"negative watch"
"2011-12-05";"belgium";"AA";"standardPoors";"high grade";"negative watch"
"2011-11-25";"belgium";"AA";"standardPoors";"high grade";"negative"
"2011-11-11";"belgium";"AA+";"dbrs";"high grade";"negative"
"2011-10-07";"belgium";"AA+";"moodys";"high grade";"negative  watch"
"2011-05-23";"belgium";"AA+";"fitch";"high grade";"negative"
"2010-12-14";"belgium";"AA+";"standardPoors";"high grade";"negative"
"2009-01-13";"belgium";"AA+";"moodys";"high grade";"stable"
"2006-05-02";"belgium";"AA+";"fitch";"high grade";"stable"
"2006-03-28";"belgium";"AA+";"moodys";"high grade";"positive"
"2002-06-17";"belgium";"AA";"fitch";"high grade";"stable"
"2000-09-21";"belgium";"AA-";"fitch";"high grade";"stable"
"1998-12-16";"belgium";"AA-";"fitch";"high grade";NA
"1994-08-10";"belgium";"AA+";"fitch";"high grade";NA
"1992-07-01";"belgium";"AA+";"standardPoors";"high grade";"stable"
"1989-06-26";"belgium";"AA+";"standardPoors";"high grade";"positive"
"1988-10-26";"belgium";"AA+";"standardPoors";"high grade";NA
"1988-03-22";"belgium";"AA+";"moodys";"high grade";"stable"
"2021-11-09";"belize";"B-";"standardPoors";"highly speculative";"stable"
"2021-05-24";"belize";"SD";"standardPoors";"In default with little prospect for recovery";NA
"2021-02-25";"belize";"CC";"standardPoors";"extremely speculative";"negative"
"2020-11-24";"belize";"CCC-";"moodys";"substantial risks";"stable"
"2020-08-21";"belize";"CCC+";"standardPoors";"substantial risks";"stable"
"2020-08-12";"belize";"SD";"standardPoors";"In default with little prospect for recovery";NA
"2020-06-30";"belize";"CC";"standardPoors";"extremely speculative";"negative watch"
"2020-05-12";"belize";"CCC+";"moodys";"substantial risks";"negative"
"2020-04-16";"belize";"CCC";"standardPoors";"substantial risks";"negative"
"2017-04-11";"belize";"B-";"moodys";"highly speculative";"stable"
"2017-03-23";"belize";"B-";"standardPoors";"highly speculative";"stable"
"2017-03-17";"belize";"SD";"standardPoors";"In default with little prospect for recovery";NA
"2017-02-21";"belize";"CC";"standardPoors";"extremely speculative";"negative watch"
"2016-11-23";"belize";"CC";"standardPoors";"extremely speculative";"negative"
"2016-11-15";"belize";"CCC+";"standardPoors";"substantial risks";"negative"
"2015-11-25";"belize";"B-";"standardPoors";"highly speculative";"stable"
"2014-11-07";"belize";"B-";"standardPoors";"highly speculative";"positive"
"2013-04-15";"belize";"CCC";"moodys";"substantial risks";"stable"
"2013-03-20";"belize";"B-";"standardPoors";"highly speculative";"stable"
"2012-08-21";"belize";"SD";"standardPoors";"In default with little prospect for recovery";NA
"2012-08-14";"belize";"CC";"standardPoors";"extremely speculative";"negative"
"2012-06-01";"belize";"CC";"moodys";"extremely speculative";"stable"
"2012-02-29";"belize";"CCC-";"standardPoors";"substantial risks";"negative"
"2012-02-16";"belize";"CCC+";"moodys";"substantial risks";"negative watch"
"2012-02-06";"belize";"CCC+";"standardPoors";"substantial risks";"stable"
"2011-11-21";"belize";"B-";"standardPoors";"highly speculative";"negative"
"2011-08-04";"belize";"B-";"standardPoors";"highly speculative";"stable"
"2011-06-21";"belize";"B";"standardPoors";"highly speculative";"negative watch"
"2009-02-10";"belize";"B-";"moodys";"highly speculative";"stable"
"2007-02-20";"belize";"B";"standardPoors";"highly speculative";"stable"
"2007-02-13";"belize";"CCC+";"moodys";"substantial risks";"stable"
"2006-12-07";"belize";"SD";"standardPoors";"In default with little prospect for recovery";NA
"2006-08-04";"belize";"CC";"standardPoors";"extremely speculative";"negative"
"2005-10-26";"belize";"CCC-";"moodys";"substantial risks";"stable"
"2005-06-07";"belize";"B-";"moodys";"highly speculative";"negative"
"2005-06-01";"belize";"CCC-";"standardPoors";"substantial risks";"negative"
"2005-04-05";"belize";"CCC";"standardPoors";"substantial risks";"negative"
"2004-08-31";"belize";"B-";"standardPoors";"highly speculative";"negative"
"2004-08-23";"belize";"B";"standardPoors";"highly speculative";"negative"
"2004-08-05";"belize";"B";"moodys";"highly speculative";"negative"
"2004-07-20";"belize";"B+";"standardPoors";"highly speculative";"negative"
"2004-06-18";"belize";"BB-";"moodys";"non-investment grade speculative";"negative watch"
"2003-05-28";"belize";"BB-";"moodys";"non-investment grade speculative";"negative"
"2002-12-30";"belize";"B+";"standardPoors";"highly speculative";"stable"
"2002-08-06";"belize";"BB";"moodys";"non-investment grade speculative";"negative"
"2002-07-25";"belize";"BB-";"standardPoors";"non-investment grade speculative";"negative"
"2001-10-23";"belize";"BB-";"standardPoors";"non-investment grade speculative";"stable"
"2000-08-22";"belize";"BB";"standardPoors";"non-investment grade speculative";"stable"
"1999-01-21";"belize";"BB";"moodys";"non-investment grade speculative";"stable"
"2021-10-29";"benin";"B+";"fitch";"highly speculative";"stable"
"2021-03-09";"benin";"B+";"moodys";"highly speculative";"stable"
"2021-02-11";"benin";"B";"fitch";"highly speculative";"positive"
"2020-04-09";"benin";"B";"fitch";"highly speculative";"stable"
"2019-06-18";"benin";"B";"moodys";"highly speculative";"positive"
"2019-03-08";"benin";"B";"fitch";"highly speculative";"positive"
"2018-07-05";"benin";"B+";"standardPoors";"highly speculative";"stable"
"2013-11-01";"benin";NA;"standardPoors";NA;NA
"2012-02-20";"benin";"B";"standardPoors";"highly speculative";"stable"
"2012-01-25";"benin";NA;"fitch";NA;NA
"2004-09-15";"benin";"B";"fitch";"highly speculative";"stable"
"2020-04-16";"bermuda";"A+";"standardPoors";"upper medium grade";"stable"
"2018-04-26";"bermuda";"A+";"standardPoors";"upper medium grade";"positive"
"2016-06-03";"bermuda";"A";"moodys";"upper medium grade";"stable"
"2015-05-21";"bermuda";NA;"fitch";NA;NA
"2015-04-28";"bermuda";"A+";"standardPoors";"upper medium grade";"stable"
"2014-05-30";"bermuda";"A+";"fitch";"upper medium grade";"stable"
"2014-05-19";"bermuda";"A+";"moodys";"upper medium grade";"stable"
"2013-06-07";"bermuda";"AA-";"fitch";"high grade";"negative"
"2013-05-16";"bermuda";"AA-";"moodys";"high grade";"negative"
"2013-04-03";"bermuda";"AA";"moodys";"high grade";"negative watch"
"2013-03-28";"bermuda";"AA-";"standardPoors";"high grade";"negative"
"2012-06-26";"bermuda";"AA";"fitch";"high grade";"stable"
"2011-12-29";"bermuda";"AA-";"standardPoors";"high grade";"stable"
"2011-11-21";"bermuda";"AA+";"fitch";"high grade";"stable"
"2010-09-07";"bermuda";"AA";"standardPoors";"high grade";"stable"
"2009-04-29";"bermuda";"AA";"moodys";"high grade";"stable"
"2009-03-16";"bermuda";"AA+";"moodys";"high grade";"negative watch"
"2006-08-11";"bermuda";"AA+";"fitch";"high grade";"stable"
"2000-09-21";"bermuda";"AA";"fitch";"high grade";"stable"
"1994-08-10";"bermuda";"AA";"fitch";"high grade";NA
"1994-01-10";"bermuda";"AA+";"moodys";"high grade";"stable"
"2021-09-30";"bolivia";"B";"moodys";"highly speculative";"negative"
"2021-03-22";"bolivia";"B+";"standardPoors";"highly speculative";"negative"
"2020-09-30";"bolivia";"B";"fitch";"highly speculative";"stable"
"2020-09-22";"bolivia";"B";"moodys";"highly speculative";"stable"
"2020-04-17";"bolivia";"B+";"standardPoors";"highly speculative";"stable"
"2020-03-10";"bolivia";"B+";"moodys";"highly speculative";"negative"
"2019-12-16";"bolivia";"BB-";"standardPoors";"non-investment grade speculative";"negative"
"2019-12-05";"bolivia";"BB-";"moodys";"non-investment grade speculative";"under review"
"2019-11-21";"bolivia";"B+";"fitch";"highly speculative";"negative"
"2019-06-20";"bolivia";"BB-";"fitch";"non-investment grade speculative";"negative"
"2018-05-23";"bolivia";"BB-";"standardPoors";"non-investment grade speculative";"stable"
"2017-08-01";"bolivia";"BB-";"moodys";"non-investment grade speculative";"stable"
"2017-05-25";"bolivia";"BB";"standardPoors";"non-investment grade speculative";"negative"
"2016-07-13";"bolivia";"BB-";"fitch";"non-investment grade speculative";"stable"
"2016-06-10";"bolivia";"BB-";"moodys";"non-investment grade speculative";"negative"
"2015-07-15";"bolivia";"BB";"fitch";"non-investment grade speculative";"stable"
"2014-08-12";"bolivia";"BB-";"fitch";"non-investment grade speculative";"positive"
"2014-05-15";"bolivia";"BB";"standardPoors";"non-investment grade speculative";"stable"
"2012-10-02";"bolivia";"BB-";"fitch";"non-investment grade speculative";"stable"
"2012-06-08";"bolivia";"BB-";"moodys";"non-investment grade speculative";"stable"
"2012-05-18";"bolivia";"BB-";"standardPoors";"non-investment grade speculative";"stable"
"2011-11-21";"bolivia";"B+";"fitch";"highly speculative";"stable"
"2011-08-22";"bolivia";"B+";"standardPoors";"highly speculative";"positive"
"2011-05-19";"bolivia";"B+";"standardPoors";"highly speculative";"stable"
"2010-12-02";"bolivia";"B+";"moodys";"highly speculative";"positive"
"2010-10-05";"bolivia";"B+";"fitch";"highly speculative";"stable"
"2010-06-24";"bolivia";"B";"moodys";"highly speculative";"positive watch"
"2009-09-28";"bolivia";"B";"moodys";"highly speculative";"stable"
"2009-09-08";"bolivia";"B";"fitch";"highly speculative";"stable"
"2007-07-27";"bolivia";"B-";"fitch";"highly speculative";"stable"
"2005-06-17";"bolivia";"B-";"fitch";"highly speculative";"negative"
"2004-03-17";"bolivia";"B-";"fitch";"highly speculative";"stable"
"2003-04-16";"bolivia";"B-";"moodys";"highly speculative";"stable"
"1998-05-29";"bolivia";"B+";"moodys";"highly speculative";"stable"
"2020-04-30";"bosnia-and-herzegovina";"B";"standardPoors";"highly speculative";"stable"
"2019-03-08";"bosnia-and-herzegovina";"B";"standardPoors";"highly speculative";"positive"
"2012-07-10";"bosnia-and-herzegovina";"B-";"moodys";"highly speculative";"stable"
"2012-04-03";"bosnia-and-herzegovina";"B-";"moodys";"highly speculative";"negative watch"
"2012-03-28";"bosnia-and-herzegovina";"B";"standardPoors";"highly speculative";"stable"
"2011-11-30";"bosnia-and-herzegovina";"B";"standardPoors";"highly speculative";"negative watch"
"2011-07-28";"bosnia-and-herzegovina";"B+";"standardPoors";"highly speculative";"negative"
"2011-05-16";"bosnia-and-herzegovina";"B";"moodys";"highly speculative";"negative"
"2008-12-22";"bosnia-and-herzegovina";"B+";"standardPoors";"highly speculative";"stable"
"2006-05-17";"bosnia-and-herzegovina";"B";"moodys";"highly speculative";"stable"
"2006-04-11";"bosnia-and-herzegovina";"B-";"moodys";"highly speculative";"positive watch"
"2004-03-29";"bosnia-and-herzegovina";"B-";"moodys";"highly speculative";"stable"
"2021-09-17";"botswana";"BBB+";"standardPoors";"lower medium grade";"stable"
"2021-04-23";"botswana";"A-";"moodys";"upper medium grade";"stable"
"2020-09-18";"botswana";"BBB+";"standardPoors";"lower medium grade";"negative"
"2020-05-29";"botswana";"A";"moodys";"upper medium grade";"negative"
"2020-03-27";"botswana";"BBB+";"standardPoors";"lower medium grade";"stable"
"2017-10-27";"botswana";"A-";"standardPoors";"upper medium grade";"stable"
"2016-04-29";"botswana";"A-";"standardPoors";"upper medium grade";"negative"
"2011-11-24";"botswana";"A";"moodys";"upper medium grade";"stable"
"2011-08-05";"botswana";"A";"moodys";"upper medium grade";"negative"
"2010-02-19";"botswana";"A";"moodys";"upper medium grade";"negative"
"2010-02-15";"botswana";"A-";"standardPoors";"upper medium grade";"stable"
"2009-03-12";"botswana";"A";"moodys";"upper medium grade";"stable"
"2009-02-19";"botswana";"A";"standardPoors";"upper medium grade";"negative"
"2007-08-07";"botswana";"A";"moodys";"upper medium grade";"positive"
"2001-04-02";"botswana";"A";"standardPoors";"upper medium grade";"stable"
"2001-03-12";"botswana";"A";"moodys";"upper medium grade";"stable"
"2020-05-05";"brazil";"BB-";"fitch";"non-investment grade speculative";"negative"
"2020-04-06";"brazil";"BB-";"standardPoors";"non-investment grade speculative";"stable"
"2019-12-11";"brazil";"BB-";"standardPoors";"non-investment grade speculative";"positive"
"2018-04-09";"brazil";"BB";"moodys";"non-investment grade speculative";"stable"
"2018-03-16";"brazil";"BB-";"dbrs";"non-investment grade speculative";"stable"
"2018-02-23";"brazil";"BB-";"fitch";"non-investment grade speculative";"stable"
