"country";"Agency";"Rating";"Outlook";"Date"
"albania";"S&P";"B+";"Stable";"Feb 05 2016"
"albania";"S&P";"B";"Positive";"Oct 10 2014"
"albania";"S&P";"B";"Stable";"Apr 11 2014"
"albania";"S&P";"B";"Negative";"Dec 06 2013"
"albania";"S&P";"B+";"Stable";"Apr 19 2010"
"albania";"Moody's";"B1";"Stable";"Jun 29 2007"
"andorra";"Moody's";"Baa2";"Stable";"Feb 04 2022"
"andorra";"S&P";"BBB";"Positive";"Jan 14 2022"
"andorra";"Fitch";"BBB+";"Positive";"Jan 14 2022"
"andorra";"S&P";"BBB";"Stable";"Apr 24 2020"
"andorra";"S&P";"BBB";"Positive";"Jul 19 2019"
"andorra";"Fitch";"BBB+";"Stable";"Aug 10 2018"
"andorra";"S&P";"BBB";"Stable";"Jul 28 2017"
"andorra";"Fitch";"BBB";"Positive";"Feb 24 2017"
"andorra";"S&P";"BBB-";"Stable";"Jul 29 2016"
"andorra";"Fitch";"BBB";"Stable";"Sep 11 2015"
"andorra";"S&P";"BBB-";"Negative";"Jun 24 2015"
"andorra";"S&P";"BBB-";"Negative Watch";"Mar 27 2015"
"andorra";"S&P";"BBB";"Negative Watch";"Mar 12 2015"
"andorra";"S&P";"BBB+";"Stable";"Oct 03 2014"
"andorra";"S&P";"A-";"Negative";"Dec 03 2012"
"andorra";"S&P";"A";"Negative";"Jun 14 2010"
"andorra";"S&P";"A+";"Stable";"May 26 2009"
"andorra";"S&P";"AA-";"Negative";"Aug 12 2008"
"andorra";"S&P";"AA";"Negative";"Aug 16 2007"
"andorra";"S&P";"AA";"Stable";"Aug 11 2004"
"andorra";"S&P";"AA-";"Stable";"May 06 2003"
"angola";"S&P";"B-";"Stable";"Feb 04 2022"
"angola";"Fitch";"B-";"Stable";"Jan 21 2022"
"angola";"Moody's";"B3";"Stable";"Sep 13 2021"
"angola";"Moody's";"Caa1";"Stable";"Sep 08 2020"
"angola";"Fitch";"CCC";"N/A";"Sep 04 2020"
"angola";"Moody's";"B3";"Under Review";"Mar 31 2020"
"angola";"S&P";"CCC+";"Stable";"Mar 26 2020"
"angola";"Fitch";"B-";"Stable";"Mar 06 2020"
"angola";"Fitch";"B";"Negative";"Jul 12 2019"
"angola";"S&P";"B-";"Negative";"Feb 08 2019"
"angola";"Fitch";"B";"Stable";"Dec 28 2018"
"angola";"Fitch";"B";"Under Review";"Dec 21 2018"
"angola";"Moody's";"B3";"Stable";"Apr 28 2018"
"angola";"Fitch";"B";"Stable";"Apr 25 2018"
"angola";"Moody's";"B2";"Under Review";"Feb 07 2018"
"angola";"Moody's";"B2";"Stable";"Oct 20 2017"
"angola";"S&P";"B-";"Stable";"Aug 11 2017"
"angola";"Fitch";"B";"Negative";"Sep 23 2016"
"angola";"S&P";"B";"Negative";"Aug 12 2016"
"angola";"Moody's";"B1";"Negative";"Apr 29 2016"
"angola";"Fitch";"B+";"Negative";"Mar 25 2016"
"angola";"Moody's";"Ba2";"Negative Watch";"Mar 04 2016"
"angola";"S&P";"B";"Stable";"Feb 12 2016"
"angola";"Fitch";"B+";"Stable";"Sep 15 2015"
"angola";"S&P";"B+";"Negative";"Aug 14 2015"
"angola";"Fitch";"BB-";"Negative";"Mar 27 2015"
"angola";"Moody's";"Ba2";"Negative";"Mar 04 2015"
"angola";"S&P";"B+";"Stable";"Feb 13 2015"
"angola";"Moody's";"Ba2";"Stable";"Aug 08 2014"
"angola";"Fitch";"BB-";"Stable";"Apr 11 2014"
"angola";"Moody's";"Ba3";"Positive";"Aug 22 2012"
"angola";"Fitch";"BB-";"Positive";"May 23 2012"
"angola";"Fitch";"BB-";"Stable";"Nov 21 2011"
"angola";"S&P";"BB-";"Stable";"Jul 12 2011"
"angola";"Moody's";"Ba3";"Stable";"Jun 03 2011"
"angola";"Fitch";"BB-";"Stable";"May 24 2011"
"angola";"Moody's";"B1";"Positive Watch";"Apr 26 2011"
"angola";"S&P";"B+";"Stable";"May 19 2010"
"angola";"Fitch";"B+";"Positive";"May 19 2010"
"angola";"Moody's";"B1";"Positive";"May 19 2010"
"argentina";"Moody's";"Ca";"Stable";"Sep 28 2020"
"argentina";"Fitch";"CCC";"N/A";"Sep 10 2020"
"argentina";"DBRS";"CCC";"Stable";"Sep 10 2020"
"argentina";"S&P";"CCC+";"Stable";"Sep 07 2020"
"argentina";"Fitch";"RD";"N/A";"May 26 2020"
"argentina";"Fitch";"C";"N/A";"Apr 17 2020"
"argentina";"Fitch";"CC";"N/A";"Apr 07 2020"
"argentina";"S&P";"SD";"N/A";"Apr 07 2020"
"argentina";"Fitch";"RD";"N/A";"Apr 06 2020"
"argentina";"Moody's";"Ca";"Negative";"Apr 03 2020"
"argentina";"S&P";"CCC-";"Negative";"Jan 07 2020"
"argentina";"S&P";"CC";"Negative";"Dec 30 2019"
"argentina";"Fitch";"CC";"N/A";"Dec 23 2019"
"argentina";"DBRS";"SD";"N/A";"Dec 23 2019"
"argentina";"Fitch";"RD";"N/A";"Dec 20 2019"
"argentina";"S&P";"SD";"Negative";"Dec 20 2019"
"argentina";"Fitch";"CC";"N/A";"Sep 03 2019"
"argentina";"DBRS";"CC";"Under Review";"Aug 30 2019"
"argentina";"S&P";"CCC-";"Negative";"Aug 30 2019"
"argentina";"Moody's";"Caa2";"Under Review";"Aug 30 2019"
"argentina";"Fitch";"RD";"N/A";"Aug 30 2019"
"argentina";"S&P";"SD";"N/A";"Aug 29 2019"
"argentina";"Fitch";"CCC";"Negative";"Aug 16 2019"
"argentina";"S&P";"B-";"Negative";"Aug 16 2019"
"argentina";"Moody's";"B2";"Negative";"Jul 12 2019"
"argentina";"S&P";"B";"Stable";"Nov 12 2018"
"argentina";"Fitch";"B";"Negative";"Nov 07 2018"
"argentina";"S&P";"B+";"Negative Watch";"Aug 31 2018"
"argentina";"Fitch";"B";"Stable";"May 04 2018"
"argentina";"Moody's";"B2";"Stable";"Nov 29 2017"
"argentina";"Fitch";"B";"Positive";"Nov 07 2017"
"argentina";"S&P";"B+";"Stable";"Oct 30 2017"
"argentina";"S&P";"B";"Stable";"Apr 04 2017"
"argentina";"Moody's";"B3";"Positive";"Mar 06 2017"
"argentina";"DBRS";"B";"Stable";"May 13 2016"
"argentina";"Fitch";"B";"Stable";"May 10 2016"
"argentina";"S&P";"B-";"Stable";"May 06 2016"
"argentina";"Moody's";"B3";"Stable";"Apr 15 2016"
"argentina";"Moody's";"Caa1";"Positive";"Nov 24 2015"
"argentina";"Moody's";"Caa1";"Stable";"Nov 02 2015"
"argentina";"Fitch";"RD";"N/A";"Jul 31 2014"
"argentina";"DBRS";"SD";"N/A";"Jul 31 2014"
"argentina";"Moody's";"Caa1";"Negative";"Jul 31 2014"
"argentina";"S&P";"SD";"N/A";"Jul 30 2014"
"argentina";"S&P";"CCC-";"Negative Watch";"Jul 01 2014"
"argentina";"DBRS";"CC";"Under Review";"Jun 20 2014"
"argentina";"S&P";"CCC-";"Negative";"Jun 17 2014"
"argentina";"Moody's";"Caa1";"Stable";"Mar 17 2014"
"argentina";"DBRS";"CCC (high)";"Negative";"Feb 18 2014"
"argentina";"S&P";"CCC+";"Negative";"Sep 10 2013"
"argentina";"DBRS";"B (low)";"Under Review";"Aug 30 2013"
"argentina";"Fitch";"CC";"N/A";"Nov 27 2012"
"argentina";"DBRS";"B";"Under Review";"Nov 12 2012"
"argentina";"Fitch";"B";"Negative Watch";"Oct 30 2012"
"argentina";"S&P";"B-";"Negative";"Oct 30 2012"
"argentina";"Moody's";"B3";"Negative";"Sep 17 2012"
"argentina";"S&P";"B";"Negative";"Apr 23 2012"
"argentina";"DBRS";"B";"Stable";"Oct 05 2011"
"argentina";"DBRS";"B (low)";"Positive";"Oct 19 2010"
"argentina";"S&P";"B";"Stable";"Sep 13 2010"
"argentina";"Fitch";"B";"Stable";"Jul 12 2010"
"argentina";"S&P";"B-";"Stable";"Oct 31 2008"
"argentina";"DBRS";"B (low)";"Negative";"Oct 22 2008"
"argentina";"Moody's";"B3";"Stable";"Aug 14 2008"
"argentina";"S&P";"B";"Stable";"Aug 11 2008"
"argentina";"S&P";"B+";"Negative";"Apr 25 2008"
"argentina";"DBRS";"B (low)";"Stable";"Sep 06 2007"
"argentina";"Moody's";"B3";"Positive";"Jan 16 2007"
"argentina";"S&P";"B+";"Stable";"Oct 02 2006"
"argentina";"S&P";"B";"Stable";"Mar 23 2006"
"argentina";"Fitch";"RD";"N/A";"Dec 14 2005"
"argentina";"Moody's";"B3";"Stable";"Jun 29 2005"
"argentina";"Fitch";"DDD";"N/A";"Jun 03 2005"
"argentina";"S&P";"B-";"Stable";"Jun 01 2005"
"argentina";"Fitch";"D";"N/A";"Jan 14 2005"
"argentina";"Moody's";"Caa1";"Stable";"Aug 20 2003"
"argentina";"Moody's";"Ca";"Stable";"Dec 21 2001"
"argentina";"Fitch";"DDD";"N/A";"Dec 03 2001"
"argentina";"S&P";"SD";"N/A";"Nov 06 2001"
"argentina";"Fitch";"C";"Negative Watch";"Nov 06 2001"
"argentina";"Fitch";"CC";"Negative Watch";"Nov 02 2001"
"argentina";"S&P";"CC";"Negative";"Oct 30 2001"
"argentina";"Fitch";"CCC-";"Negative";"Oct 12 2001"
"argentina";"Moody's";"Caa3";"Stable";"Oct 12 2001"
"argentina";"S&P";"CCC+";"Negative";"Oct 09 2001"
"argentina";"Moody's";"Caa1";"Negative";"Jul 26 2001"
"argentina";"Moody's";"B3";"Negative Watch";"Jul 13 2001"
"argentina";"S&P";"B-";"Negative";"Jul 12 2001"
"argentina";"Fitch";"B-";"Negative";"Jul 11 2001"
"argentina";"S&P";"B";"Negative";"Jun 06 2001"
"argentina";"S&P";"B";"Negative Watch";"May 08 2001"
"argentina";"Fitch";"B+";"Negative Watch";"Mar 28 2001"
"argentina";"Moody's";"B2";"Negative Watch";"Mar 28 2001"
"argentina";"S&P";"B+";"Negative Watch";"Mar 26 2001"
"argentina";"Fitch";"BB-";"Negative Watch";"Mar 20 2001"
"argentina";"S&P";"BB-";"Negative Watch";"Mar 19 2001"
"argentina";"Moody's";"B1";"Negative";"Nov 21 2000"
"argentina";"S&P";"BB-";"Stable";"Nov 14 2000"
"argentina";"S&P";"BB";"Negative Watch";"Sep 22 2000"
"argentina";"Fitch";"BB";"Negative";"Sep 21 2000"
"armenia";"Moody's";"Ba3";"Negative";"Mar 24 2022"
"armenia";"S&P";"B+";"Positive";"Oct 12 2021"
"armenia";"Fitch";"B+";"Stable";"Oct 05 2020"
"armenia";"Fitch";"BB-";"Negative";"Apr 03 2020"
"armenia";"Fitch";"BB-";"Stable";"Nov 22 2019"
"armenia";"Analyst";"";"";"Oct 10 2019"
"armenia";"Analyst";"50";"";"Oct 10 2019"
"armenia";"Moody's";"Ba3";"Stable";"Aug 27 2019"
"armenia";"Moody's";"B1";"Positive";"Mar 09 2018"
"armenia";"Fitch";"B+";"Positive";"Dec 15 2017"
"armenia";"Moody's";"B1";"Stable";"Mar 18 2016"
"armenia";"Fitch";"B+";"Stable";"Jan 30 2015"
"armenia";"Moody's";"Ba3";"Negative";"Jan 15 2015"
"armenia";"Moody's";"Ba2";"Stable";"Aug 20 2013"
"armenia";"Fitch";"BB-";"Stable";"Nov 21 2011"
"armenia";"Fitch";"BB-";"Stable";"Aug 13 2009"
"armenia";"Moody's";"Ba2";"Negative";"Aug 14 2008"
"armenia";"Fitch";"BB";"Stable";"Jul 03 2008"
"armenia";"Fitch";"BB-";"Positive";"May 01 2007"
"armenia";"Moody's";"Ba2";"Stable";"Jul 25 2006"
"armenia";"Fitch";"BB-";"Stable";"Jun 05 2006"
"aruba";"Fitch";"BB";"Stable";"Apr 07 2021"
"aruba";"S&P";"BBB";"Stable";"Mar 15 2021"
"aruba";"S&P";"BBB+";"Negative";"Apr 16 2020"
"aruba";"Fitch";"BB";"Negative";"Apr 08 2020"
"aruba";"S&P";"BBB+";"Stable";"Aug 06 2019"
"aruba";"S&P";"BBB+";"Negative";"Jun 25 2018"
"aruba";"Fitch";"BBB-";"Negative";"Apr 18 2018"
"aruba";"S&P";"BBB+";"Stable";"Jun 14 2017"
"aruba";"S&P";"BBB+";"Positive";"Jun 06 2016"
"aruba";"Fitch";"BBB-";"Stable";"Jul 23 2014"
"aruba";"Fitch";"BBB";"Negative";"Aug 22 2013"
"aruba";"S&P";"BBB+";"Stable";"Jun 14 2013"
"aruba";"S&P";"A-";"Negative";"Aug 24 2012"
"aruba";"Fitch";"BBB";"Stable";"Nov 21 2011"
"aruba";"S&P";"A-";"Stable";"Nov 17 2011"
"aruba";"S&P";"A-";"Negative";"Nov 02 2010"
"aruba";"Fitch";"BBB";"Stable";"Jun 08 2006"
"aruba";"Fitch";"BBB";"Negative";"Jun 12 2003"
"aruba";"Fitch";"BBB";"Stable";"Apr 29 2002"
"australia";"Fitch";"AAA";"Stable";"Oct 13 2021"
"australia";"S&P";"AAA";"Stable";"Jun 06 2021"
"australia";"Fitch";"AAA";"Negative";"May 21 2020"
"australia";"S&P";"AAA";"Negative";"Apr 08 2020"
"australia";"S&P";"AAA";"Stable";"Sep 21 2018"
"australia";"S&P";"AAA";"Negative";"Jul 06 2016"
"australia";"DBRS";"AAA";"Stable";"Jul 31 2014"
"australia";"Fitch";"AAA";"Stable";"Nov 28 2011"
"australia";"S&P";"AAA";"Stable";"Feb 16 2003"
"australia";"Fitch";"AA+";"Stable";"Feb 03 2003"
"australia";"Moody's";"Aaa";"Stable";"Oct 20 2002"
"australia";"Fitch";"AA";"Stable";"Sep 21 2000"
"australia";"S&P";"AA+";"Stable";"May 17 1999"
"australia";"Fitch";"AA";"N/A";"Nov 19 1998"
"australia";"Fitch";"AA";"Negative Watch";"Jun 18 1998"
"australia";"S&P";"AA";"Positive";"Aug 21 1996"
"australia";"Fitch";"AA";"N/A";"Jan 25 1996"
"australia";"S&P";"AA";"Stable";"Sep 03 1993"
"australia";"S&P";"AA";"Negative";"Oct 24 1989"
"australia";"Moody's";"Aa2";"Stable";"Sep 10 1989"
"australia";"S&P";"AA+";"Negative";"Jun 26 1989"
"australia";"S&P";"AA+";"N/A";"Dec 02 1986"
"australia";"Moody's";"Aa1";"Stable";"Sep 10 1986"
"australia";"S&P";"AAA";"N/A";"Jun 06 1975"
"australia";"Moody's";"Aaa";"Stable";"Oct 15 1974"
"australia";"Moody's";"A";"Stable";"Jan 15 1962"
"australia";"S&P";"BBB";"N/A";"Feb 27 1957"
"austria";"S&P";"AA+";"Positive";"Feb 25 2022"
"austria";"Fitch";"AA+";"Stable";"May 15 2020"
"austria";"Fitch";"AA+";"Positive";"Jul 20 2018"
"austria";"Moody's";"Aa1";"Stable";"Jun 24 2016"
"austria";"Moody's";"Aaa";"Negative";"Oct 23 2015"
"austria";"Fitch";"AA+";"Stable";"Feb 13 2015"
"austria";"S&P";"AA+";"Stable";"Jan 29 2013"
"austria";"S&P";"AA+";"Negative";"Jan 13 2012"
"austria";"S&P";"AAA";"Negative Watch";"Dec 05 2011"
"austria";"DBRS";"AAA";"Stable";"Jun 21 2011"
"austria";"Fitch";"AAA";"Stable";"Sep 21 2000"
"austria";"Fitch";"AAA";"N/A";"Aug 10 1994"
"austria";"S&P";"AAA";"Stable";"Jun 26 1989"
"austria";"Moody's";"Aaa";"Stable";"Jun 26 1977"
"austria";"S&P";"AAA";"N/A";"Jul 09 1975"
"azerbaijan";"Fitch";"BB+";"Stable";"May 14 2021"
"azerbaijan";"Moody's";"Ba2";"Positive";"Apr 06 2021"
"azerbaijan";"S&P";"BB+";"Stable";"Jan 22 2021"
"azerbaijan";"S&P";"BB+";"Negative";"Oct 23 2020"
"azerbaijan";"Fitch";"BB+";"Negative";"Apr 10 2020"
"azerbaijan";"Fitch";"BB+";"Stable";"Feb 02 2018"
"azerbaijan";"S&P";"BB+";"Stable";"Jan 26 2018"
"azerbaijan";"Moody's";"Ba2";"Stable";"Aug 18 2017"
"azerbaijan";"Moody's";"Ba1";"Negative Watch";"May 19 2017"
"azerbaijan";"S&P";"BB+";"Negative";"Jul 29 2016"
"azerbaijan";"Moody's";"Ba1";"Negative";"Apr 29 2016"
"azerbaijan";"Fitch";"BB+";"Negative";"Feb 26 2016"
"azerbaijan";"Moody's";"Ba1";"Negative Watch";"Feb 05 2016"
"azerbaijan";"S&P";"BB+";"Stable";"Jan 29 2016"
"azerbaijan";"S&P";"BBB-";"Negative";"Jan 30 2015"
"azerbaijan";"Fitch";"BBB-";"Stable";"May 11 2012"
"azerbaijan";"Moody's";"Baa3";"Stable";"Apr 19 2012"
"azerbaijan";"S&P";"BBB-";"Stable";"Dec 23 2011"
"azerbaijan";"Fitch";"BBB-";"Positive";"Nov 21 2011"
"azerbaijan";"Fitch";"BBB-";"Positive";"May 17 2011"
"azerbaijan";"Moody's";"Ba1";"Positive";"Mar 08 2011"
"azerbaijan";"Fitch";"BBB-";"Stable";"May 20 2010"
"azerbaijan";"S&P";"BB+";"Positive";"Dec 14 2009"
"azerbaijan";"Moody's";"Ba1";"Stable";"Jun 19 2009"
"azerbaijan";"S&P";"BB+";"Stable";"Dec 16 2008"
"azerbaijan";"Moody's";"Ba1";"Positive";"Aug 30 2008"
"azerbaijan";"Fitch";"BB+";"Stable";"Feb 05 2007"
"azerbaijan";"Moody's";"Ba1";"Stable";"Sep 15 2006"
"azerbaijan";"Fitch";"BB";"Stable";"Nov 22 2004"
"azerbaijan";"Fitch";"BB-";"Positive";"Jul 25 2002"
"azerbaijan";"Fitch";"BB-";"Stable";"Jul 20 2001"
"azerbaijan";"Fitch";"B+";"Positive";"Sep 21 2000"
"azerbaijan";"Fitch";"B+";"N/A";"Jul 03 2000"
"bahamas";"S&P";"B+";"Stable";"Nov 12 2021"
"bahamas";"Moody's";"Ba3";"Negative";"Sep 17 2021"
"bahamas";"S&P";"BB-";"Negative";"Nov 12 2020"
"bahamas";"Moody's";"Ba2";"Negative";"Jun 25 2020"
"bahamas";"S&P";"BB";"Negative";"Apr 16 2020"
"bahamas";"Moody's";"Baa3";"Under Review";"Apr 09 2020"
"bahamas";"S&P";"BB+";"Negative";"Mar 12 2020"
"bahamas";"Moody's";"Baa3";"Stable";"Feb 21 2019"
"bahamas";"Moody's";"Baa3";"Negative";"Aug 25 2017"
"bahamas";"Moody's";"Baa3";"Negative Watch";"Jul 06 2017"
"bahamas";"S&P";"BB+";"Stable";"Dec 20 2016"
"bahamas";"Moody's";"Baa3";"Stable";"Aug 22 2016"
"bahamas";"Moody's";"Baa2";"Negative Watch";"Jul 01 2016"
"bahamas";"S&P";"BBB-";"Negative";"Aug 25 2015"
"bahamas";"S&P";"BBB";"Negative Watch";"Jul 02 2015"
"bahamas";"Moody's";"Baa2";"Stable";"Sep 02 2014"
"bahamas";"Moody's";"Baa1";"Negative";"Dec 14 2012"
"bahamas";"S&P";"BBB";"Negative";"Sep 24 2012"
"bahamas";"S&P";"BBB";"Stable";"Oct 31 2011"
"bahamas";"Moody's";"A3";"Negative";"Aug 31 2011"
"bahamas";"S&P";"BBB+";"Stable";"Dec 23 2009"
"bahamas";"S&P";"A-";"Negative";"Nov 24 2008"
"bahamas";"S&P";"A-";"Stable";"Jan 28 2008"
"bahamas";"S&P";"A-";"Positive";"Aug 01 2007"
"bahamas";"S&P";"A-";"Stable";"Dec 03 2003"
"bahamas";"Moody's";"A3";"Stable";"Jun 26 2003"
"bahamas";"Moody's";"A3";"Positive";"Sep 06 2001"
"bahamas";"Moody's";"A3";"Stable";"Jan 24 1997"
"bahrain";"Moody's";"B2";"Stable";"Apr 22 2022"
"bahrain";"S&P";"B+";"Stable";"Nov 26 2021"
"bahrain";"S&P";"B+";"Negative";"May 28 2021"
"bahrain";"Moody's";"B2";"Negative";"Apr 29 2021"
"bahrain";"Fitch";"B+";"Stable";"Aug 14 2020"
"bahrain";"S&P";"B+";"Stable";"Mar 26 2020"
"bahrain";"S&P";"B+";"Positive";"Nov 29 2019"
"bahrain";"Moody's";"B2";"Stable";"Dec 17 2018"
"bahrain";"Moody's";"B2";"Negative";"Aug 03 2018"
"bahrain";"Fitch";"BB-";"Stable";"Mar 01 2018"
"bahrain";"S&P";"B+";"Stable";"Dec 01 2017"
"bahrain";"Fitch";"BB+";"Negative";"Nov 10 2017"
"bahrain";"Moody's";"B1";"Negative";"Jul 28 2017"
"bahrain";"Fitch";"BB+";"Negative";"Jun 30 2017"
"bahrain";"Fitch";"BB+";"Negative";"Jun 12 2017"
"bahrain";"S&P";"BB-";"Negative";"Jun 02 2017"
"bahrain";"S&P";"BB-";"Stable";"Dec 09 2016"
"bahrain";"Fitch";"BB+";"Stable";"Jun 28 2016"
"bahrain";"Moody's";"Ba2";"Negative";"May 14 2016"
"bahrain";"Moody's";"Ba1";"Negative Watch";"Mar 04 2016"
"bahrain";"S&P";"BB";"Stable";"Feb 17 2016"
"bahrain";"Fitch";"BBB-";"Negative";"Dec 04 2015"
"bahrain";"Fitch";"BBB-";"Stable";"Jun 05 2015"
"bahrain";"Moody's";"Baa3";"Negative";"Apr 16 2015"
"bahrain";"S&P";"BBB-";"Negative";"Feb 09 2015"
"bahrain";"Fitch";"BBB";"Negative";"Dec 19 2014"
"bahrain";"S&P";"BBB";"Negative";"Dec 12 2014"
"bahrain";"Moody's";"Baa2";"Negative";"Sep 18 2013"
"bahrain";"Moody's";"Baa1";"Negative Watch";"Jun 14 2013"
"bahrain";"S&P";"BBB";"Stable";"Jan 28 2013"
"bahrain";"Fitch";"BBB";"Stable";"Nov 21 2011"
"bahrain";"Fitch";"BBB";"Stable";"Aug 03 2011"
"bahrain";"S&P";"BBB";"Negative";"Jul 20 2011"
"bahrain";"Moody's";"Baa1";"Negative";"May 26 2011"
"bahrain";"S&P";"BBB";"Negative Watch";"Mar 18 2011"
"bahrain";"Fitch";"BBB";"Negative Watch";"Mar 15 2011"
"bahrain";"Fitch";"A-";"Negative";"Mar 03 2011"
"bahrain";"Moody's";"A3";"Negative Watch";"Feb 23 2011"
"bahrain";"S&P";"A-";"Negative Watch";"Feb 21 2011"
"bahrain";"Fitch";"A";"Negative Watch";"Feb 17 2011"
"bahrain";"Moody's";"A3";"Stable";"Aug 23 2010"
"bahrain";"Moody's";"A2";"Negative";"Jan 06 2009"
"bahrain";"Fitch";"A";"Stable";"Aug 24 2007"
"bahrain";"Moody's";"A2";"Stable";"Jul 25 2007"
"bahrain";"Moody's";"A3";"Positive";"Oct 04 2006"
"bahrain";"Moody's";"Baa1";"Positive Watch";"Sep 07 2006"
"bahrain";"Fitch";"A-";"Positive";"Aug 17 2006"
"bahrain";"S&P";"A";"Stable";"Apr 05 2006"
"bahrain";"Moody's";"Baa1";"Stable";"Dec 11 2003"
"bahrain";"S&P";"A-";"Positive";"Dec 02 2003"
"bahrain";"Fitch";"A-";"Stable";"Jan 10 2003"
"bahrain";"Fitch";"BBB";"Positive Watch";"Dec 16 2002"
"bahrain";"Moody's";"Baa3";"Stable";"Aug 15 2002"
"bahrain";"S&P";"A-";"Stable";"Jul 15 2002"
"bahrain";"Fitch";"BBB";"Stable";"Nov 27 2001"
"bahrain";"Fitch";"BBB-";"Stable";"Sep 21 2000"
"bahrain";"Fitch";"BBB-";"N/A";"Feb 16 2000"
"bahrain";"Moody's";"Ba1";"Stable";"Jan 29 1996"
"bangladesh";"Fitch";"BB-";"Stable";"Aug 29 2014"
"bangladesh";"Moody's";"Ba3";"Stable";"Apr 19 2012"
"bangladesh";"S&P";"BB-";"Stable";"Apr 05 2010"
"barbados";"S&P";"B-";"Stable";"Jan 13 2020"
"barbados";"S&P";"B-";"Stable";"Dec 11 2019"
"barbados";"Moody's";"Caa1";"Stable";"Jul 03 2019"
"barbados";"S&P";"SD";"N/A";"Jun 06 2018"
"barbados";"Moody's";"Caa3";"Stable";"Mar 09 2017"
"barbados";"S&P";"CCC+";"Negative";"Mar 03 2017"
"barbados";"S&P";"B-";"Negative";"Sep 23 2016"
"barbados";"Moody's";"Caa1";"Stable";"Apr 04 2016"
"barbados";"S&P";"B";"Negative";"Dec 19 2014"
"barbados";"Moody's";"B3";"Negative";"Jun 02 2014"
"barbados";"Moody's";"Ba3";"Negative";"Dec 20 2013"
"barbados";"S&P";"BB-";"Negative";"Nov 20 2013"
"barbados";"S&P";"BB+";"Negative";"Jul 18 2013"
"barbados";"Moody's";"Ba1";"Negative";"Dec 12 2012"
"barbados";"S&P";"BB+";"Stable";"Jul 17 2012"
"barbados";"S&P";"BBB-";"Negative";"Nov 21 2011"
"barbados";"Moody's";"Baa3";"Negative";"Jun 13 2011"
"barbados";"S&P";"BBB-";"Stable";"Oct 22 2010"
"barbados";"S&P";"BBB";"Negative";"Nov 13 2009"
"barbados";"Moody's";"Baa3";"Stable";"Oct 13 2009"
"barbados";"S&P";"BBB";"Stable";"Jun 10 2009"
"barbados";"Moody's";"Baa2";"Negative Watch";"May 14 2009"
"barbados";"S&P";"BBB+";"Negative";"Apr 08 2009"
"barbados";"S&P";"BBB+";"Stable";"Jul 26 2006"
"barbados";"S&P";"BBB+";"Negative";"Jul 29 2005"
"barbados";"S&P";"BBB+";"Stable";"Aug 05 2004"
"barbados";"S&P";"A-";"Negative";"Aug 20 2003"
"barbados";"Moody's";"Baa2";"Stable";"Feb 08 2000"
"barbados";"S&P";"A-";"Stable";"Dec 17 1999"
"barbados";"Moody's";"Ba1";"Positive";"Nov 10 1998"
"barbados";"Moody's";"Ba1";"Stable";"Apr 18 1997"
"barbados";"Moody's";"Ba2";"Positive Watch";"Feb 13 1997"
"barbados";"Moody's";"Ba2";"Stable";"Oct 05 1994"
"belarus";"S&P";"CC";"Negative Watch";"May 05 2022"
"belarus";"Moody's";"Ca";"Negative";"Mar 10 2022"
"belarus";"Fitch";"CCC";"N/A";"Mar 07 2022"
"belarus";"S&P";"CCC";"Negative Watch";"Mar 04 2022"
"belarus";"Moody's";"B3";"Negative";"Oct 01 2021"
"belarus";"Fitch";"B";"Negative";"Nov 13 2020"
"belarus";"S&P";"B";"Negative";"Sep 11 2020"
"belarus";"Moody's";"B3";"Stable";"Mar 16 2018"
"belarus";"Fitch";"B";"Stable";"Jan 26 2018"
"belarus";"S&P";"B";"Stable";"Oct 06 2017"
"belarus";"Fitch";"B-";"Positive";"Jul 28 2017"
"belarus";"Moody's";"Caa1";"Stable";"Jun 17 2016"
"belarus";"Fitch";"B-";"Stable";"Feb 26 2016"
"belarus";"Moody's";"Caa1";"Negative";"Apr 17 2015"
"belarus";"Moody's";"B3";"Negative Watch";"Feb 23 2015"
"belarus";"S&P";"B-";"Stable";"Oct 18 2013"
"belarus";"S&P";"B-";"Positive";"Apr 17 2013"
"belarus";"S&P";"B-";"Stable";"Apr 18 2012"
"belarus";"Moody's";"B3";"Negative";"Nov 04 2011"
"belarus";"S&P";"B-";"Negative";"Sep 26 2011"
"belarus";"Moody's";"B3";"Negative Watch";"Jul 21 2011"
"belarus";"S&P";"B";"Negative Watch";"May 27 2011"
"belarus";"Moody's";"B2";"Negative";"Mar 29 2011"
"belarus";"S&P";"B";"Negative";"Mar 15 2011"
"belarus";"Moody's";"B1";"Stable";"Jul 09 2010"
"belarus";"Moody's";"Ba2";"Negative";"Jun 17 2009"
"belarus";"S&P";"B+";"Negative";"Nov 03 2008"
"belarus";"Moody's";"Ba2";"Stable";"Aug 22 2007"
"belarus";"S&P";"B+";"Stable";"Aug 21 2007"
"belgium";"Fitch";"AA-";"Stable";"Sep 24 2021"
"belgium";"DBRS";"AA (high)";"Negative";"Aug 14 2020"
"belgium";"Fitch";"AA-";"Negative";"Apr 03 2020"
"belgium";"Fitch";"AA-";"Stable";"Dec 23 2016"
"belgium";"Fitch";"AA";"Negative";"Nov 14 2014"
"belgium";"DBRS";"AA (high)";"Stable";"Mar 21 2014"
"belgium";"Moody's";"Aa3";"Stable";"Mar 07 2014"
