"country";"Agency";"Rating";"Outlook";"Date"
"czech-republic";"S&P";"A";"Stable";"Nov 06 1995"
"czech-republic";"Moody's";"Baa1";"Stable";"Sep 18 1995"
"czech-republic";"Fitch";"A-";"N/A";"Aug 10 1995"
"czech-republic";"Moody's";"Baa2";"Positive Watch";"May 02 1995"
"czech-republic";"S&P";"BBB+";"Positive";"Jul 18 1994"
"czech-republic";"Moody's";"Baa2";"Stable";"May 25 1994"
"czech-republic";"S&P";"BBB";"Positive";"Jul 28 1993"
"czech-republic";"Moody's";"Baa3";"Stable";"Mar 10 1993"
"denmark";"DBRS";"AAA";"Stable";"Sep 20 2012"
"denmark";"Fitch";"AAA";"Stable";"Nov 10 2003"
"denmark";"Fitch";"AA+";"Stable";"Nov 05 2002"
"denmark";"S&P";"AAA";"Stable";"Feb 27 2001"
"denmark";"Fitch";"AA+";"Stable";"Sep 29 2000"
"denmark";"Fitch";"AA+";"Positive";"Sep 21 2000"
"denmark";"Moody's";"Aaa";"Stable";"Aug 23 1999"
"denmark";"Moody's";"Aa1";"Positive";"Feb 10 1999"
"denmark";"S&P";"AA+";"Positive";"May 13 1998"
"denmark";"Fitch";"AA+";"N/A";"Aug 10 1994"
"denmark";"S&P";"AA+";"Stable";"Oct 08 1991"
"denmark";"S&P";"AA";"Positive";"May 01 1990"
"denmark";"S&P";"AA";"Stable";"Jun 26 1989"
"denmark";"S&P";"AA";"N/A";"Mar 16 1987"
"denmark";"Moody's";"Aa1";"Stable";"Aug 15 1986"
"denmark";"S&P";"AA+";"N/A";"Jan 06 1983"
"denmark";"S&P";"AAA";"N/A";"Mar 01 1981"
"denmark";"Moody's";"Aa";"Stable";"Sep 06 1967"
"dominican-republic";"Fitch";"BB-";"Stable";"Dec 08 2021"
"dominican-republic";"S&P";"BB-";"Stable";"Dec 02 2021"
"dominican-republic";"Fitch";"BB-";"Negative";"May 08 2020"
"dominican-republic";"S&P";"BB-";"Negative";"Apr 16 2020"
"dominican-republic";"Moody's";"Ba3";"Stable";"Jul 20 2017"
"dominican-republic";"Fitch";"BB-";"Stable";"Nov 18 2016"
"dominican-republic";"Moody's";"B1";"Positive";"Jun 30 2016"
"dominican-republic";"Fitch";"B+";"Positive";"Dec 01 2015"
"dominican-republic";"S&P";"BB-";"Stable";"May 20 2015"
"dominican-republic";"Fitch";"B+";"Stable";"Nov 21 2014"
"dominican-republic";"Fitch";"B";"Stable";"Dec 11 2012"
"dominican-republic";"S&P";"B+";"Stable";"Jun 13 2011"
"dominican-republic";"Fitch";"B";"Positive";"Jan 05 2011"
"dominican-republic";"Moody's";"B1";"Stable";"Apr 22 2010"
"dominican-republic";"Fitch";"B";"Stable";"Sep 25 2008"
"dominican-republic";"Moody's";"B2";"Stable";"May 02 2007"
"dominican-republic";"Moody's";"B3";"Under Review";"Oct 18 2006"
"dominican-republic";"Fitch";"B";"Positive";"Sep 26 2006"
"dominican-republic";"Fitch";"B";"Stable";"May 05 2006"
"dominican-republic";"Fitch";"B-";"Stable";"Jul 19 2005"
"dominican-republic";"Moody's";"B3";"Stable";"May 24 2005"
"dominican-republic";"Fitch";"DDD";"N/A";"May 05 2005"
"dominican-republic";"Fitch";"C";"Negative Watch";"Apr 21 2005"
"dominican-republic";"Fitch";"CCC+";"Negative Watch";"Jan 30 2004"
"dominican-republic";"Moody's";"B3";"Negative";"Jan 30 2004"
"dominican-republic";"Moody's";"B2";"Negative";"Nov 10 2003"
"dominican-republic";"Fitch";"B";"Negative Watch";"Oct 24 2003"
"dominican-republic";"Fitch";"B+";"Negative Watch";"Oct 08 2003"
"dominican-republic";"Moody's";"B1";"Stable";"Oct 07 2003"
"dominican-republic";"Fitch";"B+";"Stable";"Aug 11 2003"
"dominican-republic";"Moody's";"Ba2";"Negative";"Jun 30 2003"
"dominican-republic";"Moody's";"Ba2";"Stable";"Aug 29 2001"
"dominican-republic";"Moody's";"B1";"Positive";"May 21 2001"
"dominican-republic";"Moody's";"B1";"Stable";"May 30 1997"
"ecuador";"Moody's";"Caa3";"Stable";"Feb 26 2021"
"ecuador";"Fitch";"B-";"Stable";"Sep 03 2020"
"ecuador";"S&P";"B-";"Stable";"Sep 01 2020"
"ecuador";"Fitch";"RD";"N/A";"Apr 20 2020"
"ecuador";"S&P";"SD";"N/A";"Apr 13 2020"
"ecuador";"Fitch";"C";"N/A";"Apr 09 2020"
"ecuador";"Moody's";"Caa3";"Negative";"Apr 03 2020"
"ecuador";"S&P";"CCC-";"Negative Watch";"Mar 25 2020"
"ecuador";"Fitch";"CC";"N/A";"Mar 24 2020"
"ecuador";"Fitch";"CCC";"N/A";"Mar 19 2020"
"ecuador";"Moody's";"Caa1";"Stable";"Feb 06 2020"
"ecuador";"Fitch";"B-";"Stable";"Aug 21 2019"
"ecuador";"Fitch";"B-";"Negative";"Jan 10 2019"
"ecuador";"Moody's";"B3";"Negative";"Dec 12 2018"
"ecuador";"Fitch";"B-";"Stable";"Aug 17 2018"
"ecuador";"S&P";"B-";"Stable";"Jun 29 2017"
"ecuador";"Fitch";"B";"Negative";"Aug 25 2016"
"ecuador";"S&P";"B";"Stable";"Aug 12 2015"
"ecuador";"Moody's";"B3";"Stable";"Dec 19 2014"
"ecuador";"S&P";"B+";"Stable";"Aug 20 2014"
"ecuador";"Fitch";"B";"Stable";"Oct 18 2013"
"ecuador";"S&P";"B";"Positive";"Aug 06 2013"
"ecuador";"Fitch";"B-";"Positive";"Oct 24 2012"
"ecuador";"Moody's";"Caa1";"Stable";"Sep 13 2012"
"ecuador";"S&P";"B";"Stable";"Jun 07 2012"
"ecuador";"S&P";"B-";"Positive";"Aug 04 2011"
"ecuador";"Moody's";"Caa2";"Stable";"Feb 01 2011"
"ecuador";"Fitch";"B-";"Stable";"Nov 05 2010"
"ecuador";"S&P";"B-";"Stable";"Aug 02 2010"
"ecuador";"Moody's";"Caa3";"Stable";"Sep 24 2009"
"ecuador";"Fitch";"CCC";"Stable";"Sep 04 2009"
"ecuador";"S&P";"CCC+";"Stable";"Jun 15 2009"
"ecuador";"Moody's";"Ca";"Stable";"Dec 16 2008"
"ecuador";"S&P";"SD";"N/A";"Dec 15 2008"
"ecuador";"Fitch";"RD";"N/A";"Dec 15 2008"
"ecuador";"Fitch";"CCC";"Negative Watch";"Nov 17 2008"
"ecuador";"Moody's";"Caa1";"Negative Watch";"Nov 14 2008"
"ecuador";"S&P";"CCC-";"Negative Watch";"Nov 14 2008"
"ecuador";"Moody's";"Caa1";"Stable";"Nov 14 2008"
"ecuador";"Moody's";"B3";"Stable";"Mar 20 2008"
"ecuador";"S&P";"B-";"Stable";"Nov 20 2007"
"ecuador";"Fitch";"CCC";"Stable";"Oct 30 2007"
"ecuador";"Moody's";"Caa2";"Negative";"Jan 30 2007"
"ecuador";"Fitch";"CCC";"Negative Watch";"Jan 23 2007"
"ecuador";"S&P";"CCC";"Negative";"Jan 19 2007"
"ecuador";"Moody's";"Caa1";"Stable";"Jan 08 2007"
"ecuador";"Moody's";"Caa1";"Positive";"Jan 30 2006"
"ecuador";"S&P";"CCC+";"Stable";"Oct 04 2005"
"ecuador";"Fitch";"B-";"Negative";"Aug 29 2005"
"ecuador";"S&P";"CCC+";"Negative Watch";"Aug 23 2005"
"ecuador";"S&P";"CCC+";"Stable";"Jun 20 2005"
"ecuador";"S&P";"B-";"Negative Watch";"Apr 21 2005"
"ecuador";"S&P";"B-";"Stable";"Jan 24 2005"
"ecuador";"Fitch";"B-";"Stable";"Oct 07 2004"
"ecuador";"Moody's";"Caa1";"Stable";"Feb 24 2004"
"ecuador";"Fitch";"CCC+";"Stable";"Sep 26 2003"
"ecuador";"S&P";"CCC+";"Stable";"Sep 18 2003"
"ecuador";"Fitch";"CCC+";"Positive";"Mar 24 2003"
"ecuador";"S&P";"CCC+";"Positive";"Feb 05 2003"
"ecuador";"Fitch";"CCC+";"Stable";"Nov 08 2002"
"ecuador";"S&P";"CCC+";"Stable";"Dec 04 2001"
"ecuador";"S&P";"CCC+";"Negative";"Apr 02 2001"
"ecuador";"S&P";"B-";"Stable";"Aug 25 2000"
"ecuador";"S&P";"SD";"N/A";"Aug 01 2000"
"ecuador";"S&P";"SD";"N/A";"Jul 31 2000"
"ecuador";"Moody's";"Caa2";"Stable";"Oct 05 1999"
"ecuador";"Moody's";"B3";"Negative";"Sep 14 1998"
"ecuador";"Moody's";"B1";"Negative Watch";"Jun 08 1998"
"ecuador";"Moody's";"B1";"Negative";"Apr 17 1998"
"ecuador";"Moody's";"B1";"Stable";"Jul 24 1997"
"egypt";"Moody's";"B2";"Stable";"Apr 17 2019"
"egypt";"Fitch";"B+";"Stable";"Mar 21 2019"
"egypt";"Moody's";"B3";"Positive";"Aug 28 2018"
"egypt";"S&P";"B";"Stable";"May 11 2018"
"egypt";"Fitch";"B";"Positive";"Jan 16 2018"
"egypt";"S&P";"B-";"Positive";"Nov 10 2017"
"egypt";"S&P";"B-";"Stable";"Nov 11 2016"
"egypt";"S&P";"B-";"Negative";"May 13 2016"
"egypt";"S&P";"B-";"Stable";"Nov 13 2015"
"egypt";"S&P";"B-";"Positive";"May 15 2015"
"egypt";"Moody's";"B3";"Stable";"Apr 07 2015"
"egypt";"Fitch";"B";"Stable";"Dec 19 2014"
"egypt";"Fitch";"B";"Stable";"Dec 19 2014"
"egypt";"Moody's";"Caa1";"Stable";"Oct 20 2014"
"egypt";"Fitch";"B-";"Stable";"Jan 03 2014"
"egypt";"S&P";"B-";"Stable";"Nov 15 2013"
"egypt";"Fitch";"B-";"Negative";"Jul 05 2013"
"egypt";"S&P";"CCC+";"Stable";"May 09 2013"
"egypt";"Moody's";"Caa1";"Negative";"Mar 21 2013"
"egypt";"Fitch";"B";"Negative";"Jan 30 2013"
"egypt";"Moody's";"B2";"Negative Watch";"Jan 18 2013"
"egypt";"Moody's";"B3";"Negative";"Jan 12 2013"
"egypt";"S&P";"B-";"Negative";"Dec 24 2012"
"egypt";"S&P";"B";"Negative";"Aug 23 2012"
"egypt";"S&P";"B";"Negative Watch";"Jun 25 2012"
"egypt";"Fitch";"B+";"Negative";"Jun 15 2012"
"egypt";"S&P";"B";"Negative";"Feb 10 2012"
"egypt";"Fitch";"BB-";"Negative";"Dec 30 2011"
"egypt";"Moody's";"B2";"Negative Watch";"Dec 21 2011"
"egypt";"S&P";"B+";"Negative";"Nov 24 2011"
"egypt";"Moody's";"B1";"Negative";"Oct 27 2011"
"egypt";"S&P";"BB-";"Negative";"Oct 18 2011"
"egypt";"Moody's";"Ba3";"Negative";"Mar 16 2011"
"egypt";"S&P";"BB";"Negative";"Mar 10 2011"
"egypt";"Fitch";"BB";"Negative Watch";"Feb 03 2011"
"egypt";"S&P";"BB";"Negative Watch";"Feb 01 2011"
"egypt";"Moody's";"Ba2";"Negative";"Jan 31 2011"
"egypt";"Fitch";"BB+";"Negative";"Jan 28 2011"
"egypt";"Moody's";"Ba1";"Stable";"Aug 19 2009"
"egypt";"Fitch";"BB+";"Stable";"Aug 18 2008"
"egypt";"Moody's";"Ba1";"Negative";"Jun 23 2008"
"egypt";"Fitch";"BB+";"Positive";"Jun 18 2007"
"egypt";"S&P";"BB+";"Stable";"Mar 14 2005"
"egypt";"Moody's";"Ba1";"Stable";"Nov 15 2003"
"egypt";"S&P";"BB+";"Negative";"Aug 22 2003"
"egypt";"Fitch";"BB+";"Stable";"Aug 21 2002"
"egypt";"S&P";"BB+";"Stable";"May 22 2002"
"egypt";"Fitch";"BBB-";"Negative";"Jan 22 2002"
"egypt";"Moody's";"Ba1";"Negative";"Nov 07 2001"
"egypt";"Fitch";"BBB-";"Stable";"Sep 21 2000"
"egypt";"S&P";"BBB-";"Negative";"Jul 03 2000"
"egypt";"Moody's";"Ba1";"Stable";"Nov 14 1997"
"egypt";"Moody's";"Ba2";"Positive Watch";"Oct 01 1997"
"egypt";"Moody's";"Ba2";"Positive";"Oct 01 1997"
"egypt";"Fitch";"BBB-";"N/A";"Aug 19 1997"
"egypt";"S&P";"BBB-";"Stable";"Jan 15 1997"
"egypt";"Moody's";"Ba2";"Stable";"Oct 09 1996"
"el-salvador";"Moody's";"Caa3";"Negative";"May 04 2022"
"el-salvador";"Fitch";"CCC";"N/A";"Feb 09 2022"
"el-salvador";"S&P";"B-";"Negative";"Oct 21 2021"
"el-salvador";"Moody's";"Caa1";"Negative";"Jul 30 2021"
"el-salvador";"Moody's";"B3";"Negative";"Feb 05 2021"
"el-salvador";"Moody's";"B3";"Under Review";"Nov 16 2020"
"el-salvador";"Fitch";"B-";"Negative";"Apr 30 2020"
"el-salvador";"Moody's";"B3";"Positive";"Mar 12 2020"
"el-salvador";"S&P";"B-";"Stable";"Dec 28 2018"
"el-salvador";"Moody's";"B3";"Stable";"Feb 23 2018"
"el-salvador";"S&P";"CCC+";"Positive";"Dec 14 2017"
"el-salvador";"Fitch";"B-";"Stable";"Oct 06 2017"
"el-salvador";"S&P";"CCC+";"Stable";"Oct 03 2017"
"el-salvador";"S&P";"SD";"N/A";"Oct 02 2017"
"el-salvador";"S&P";"CC";"Negative";"May 05 2017"
"el-salvador";"S&P";"SD";"N/A";"Apr 20 2017"
"el-salvador";"Moody's";"Caa1";"Stable";"Apr 13 2017"
"el-salvador";"S&P";"CCC-";"Negative Watch";"Apr 11 2017"
"el-salvador";"Fitch";"CCC";"N/A";"Apr 10 2017"
"el-salvador";"Fitch";"B";"Negative";"Feb 01 2017"
"el-salvador";"S&P";"B-";"Negative";"Dec 08 2016"
"el-salvador";"Moody's";"B3";"Negative";"Nov 07 2016"
"el-salvador";"S&P";"B";"Negative Watch";"Oct 13 2016"
"el-salvador";"S&P";"B+";"Negative Watch";"Oct 06 2016"
"el-salvador";"Moody's";"B1";"Negative Watch";"Aug 11 2016"
"el-salvador";"Moody's";"Ba3";"Negative";"Nov 19 2015"
"el-salvador";"Fitch";"B+";"Stable";"Jul 09 2015"
"el-salvador";"S&P";"B+";"Stable";"Dec 22 2014"
"el-salvador";"Fitch";"BB-";"Negative";"Jul 16 2013"
"el-salvador";"Fitch";"BB-";"Stable";"Jul 16 2013"
"el-salvador";"S&P";"BB-";"Negative";"Dec 21 2012"
"el-salvador";"Moody's";"Ba3";"Stable";"Nov 05 2012"
"el-salvador";"Fitch";"BB";"Negative";"Jul 24 2012"
"el-salvador";"Fitch";"BB";"Stable";"Jul 29 2011"
"el-salvador";"Moody's";"Ba2";"Stable";"Mar 24 2011"
"el-salvador";"S&P";"BB-";"Stable";"Jan 14 2011"
"el-salvador";"Moody's";"Ba1";"Negative";"Nov 15 2009"
"el-salvador";"Moody's";"Baa3";"Negative Watch";"Sep 14 2009"
"el-salvador";"Fitch";"BB";"Negative";"Jun 18 2009"
"el-salvador";"S&P";"BB";"Stable";"May 12 2009"
"el-salvador";"Fitch";"BB+";"Negative";"Oct 13 2008"
"el-salvador";"S&P";"BB+";"Negative";"Sep 17 2008"
"el-salvador";"Fitch";"BB+";"Stable";"Jan 31 2005"
"el-salvador";"Moody's";"Baa3";"Negative Watch";"Oct 07 2003"
"el-salvador";"Fitch";"BB+";"Negative";"Aug 21 2002"
"el-salvador";"Fitch";"BB+";"Stable";"Sep 21 2000"
"el-salvador";"S&P";"BB+";"Stable";"Apr 29 1999"
"el-salvador";"Fitch";"BB+";"N/A";"May 05 1998"
"el-salvador";"Moody's";"Baa3";"Stable";"Jul 07 1997"
"el-salvador";"Fitch";"BB";"N/A";"Sep 23 1996"
"el-salvador";"S&P";"BB";"Positive";"Aug 26 1996"
"estonia";"S&P";"AA-";"Stable";"Mar 31 2022"
"estonia";"S&P";"AA-";"Positive";"Aug 20 2021"
"estonia";"S&P";"AA-";"Stable";"Aug 21 2020"
"estonia";"S&P";"AA-";"Positive";"Feb 28 2020"
"estonia";"Fitch";"AA-";"Stable";"Oct 05 2018"
"estonia";"Fitch";"A+";"Positive";"Nov 10 2017"
"estonia";"DBRS";"AA (low)";"Stable";"Jul 14 2017"
"estonia";"S&P";"AA-";"Stable";"Oct 19 2012"
"estonia";"S&P";"AA-";"Negative";"Jan 13 2012"
"estonia";"S&P";"AA-";"Negative Watch";"Dec 05 2011"
"estonia";"Fitch";"A+";"Stable";"Nov 21 2011"
"estonia";"S&P";"AA-";"Stable";"Aug 09 2011"
"estonia";"Fitch";"A+";"Stable";"Jul 05 2011"
"estonia";"S&P";"A";"Positive";"Apr 21 2011"
"estonia";"Fitch";"A";"Stable";"Jul 19 2010"
"estonia";"S&P";"A";"Stable";"Jun 10 2010"
"estonia";"Moody's";"A1";"Stable";"Mar 31 2010"
"estonia";"Fitch";"BBB+";"Positive Watch";"Mar 30 2010"
"estonia";"S&P";"A-";"Stable";"Feb 11 2010"
"estonia";"Fitch";"BBB+";"Stable";"Feb 05 2010"
"estonia";"S&P";"A-";"Negative";"Aug 10 2009"
"estonia";"S&P";"A";"Negative";"Apr 21 2009"
"estonia";"Fitch";"BBB+";"Negative";"Apr 08 2009"
"estonia";"S&P";"A";"Negative Watch";"Feb 24 2009"
"estonia";"Moody's";"A1";"Negative Watch";"Feb 10 2009"
"estonia";"Moody's";"A1";"Negative";"Nov 07 2008"
"estonia";"Fitch";"A-";"Negative";"Oct 03 2008"
"estonia";"Fitch";"A";"Negative";"Jan 31 2008"
"estonia";"Moody's";"A1";"Stable";"Sep 12 2007"
"estonia";"S&P";"A";"Negative";"Jul 02 2007"
"estonia";"Fitch";"A";"Stable";"Aug 31 2006"
"estonia";"S&P";"A";"Stable";"Jul 17 2006"
"estonia";"Moody's";"A1";"Positive";"Mar 09 2006"
"estonia";"S&P";"A";"Positive";"Jul 21 2005"
"estonia";"S&P";"A";"Stable";"Nov 17 2004"
"estonia";"Fitch";"A";"Positive";"Jul 07 2004"
"estonia";"S&P";"A-";"Positive";"Dec 18 2003"
"estonia";"Fitch";"A-";"Positive";"Oct 22 2003"
"estonia";"Moody's";"A1";"Stable";"Nov 12 2002"
"estonia";"S&P";"A-";"Stable";"Nov 20 2001"
"estonia";"Fitch";"A-";"Stable";"Aug 30 2001"
"estonia";"Fitch";"BBB+";"Positive Watch";"Jul 30 2001"
"estonia";"S&P";"BBB+";"Positive";"Dec 22 2000"
"estonia";"Fitch";"BBB+";"Stable";"Sep 28 2000"
"estonia";"Fitch";"BBB";"Positive Watch";"Aug 07 2000"
"estonia";"S&P";"BBB+";"Stable";"Dec 11 1997"
"estonia";"Fitch";"BBB";"N/A";"Sep 11 1997"
"estonia";"Moody's";"Baa1";"Stable";"Sep 11 1997"
"ethiopia";"S&P";"CCC";"Negative";"Nov 10 2021"
"ethiopia";"Moody's";"Caa2";"Negative";"Oct 20 2021"
"ethiopia";"S&P";"CCC+";"Negative";"Sep 24 2021"
"ethiopia";"Moody's";"Caa1";"Under Review";"May 17 2021"
"ethiopia";"Moody's";"B2";"Under Review";"Mar 10 2021"
"ethiopia";"S&P";"B-";"Negative Watch";"Feb 12 2021"
"ethiopia";"Fitch";"CCC";"N/A";"Feb 09 2021"
"ethiopia";"Moody's";"B2";"Negative";"Aug 07 2020"
"ethiopia";"Moody's";"B2";"Under Review";"May 07 2020"
"ethiopia";"S&P";"B";"Negative";"Apr 10 2020"
"ethiopia";"Fitch";"B";"Negative";"Oct 01 2019"
"ethiopia";"Moody's";"B1";"Negative";"Sep 20 2019"
"ethiopia";"S&P";"B";"Stable";"May 09 2014"
"ethiopia";"Moody's";"B1";"Stable";"May 09 2014"
"ethiopia";"Fitch";"B";"Stable";"May 09 2014"
"european-union";"S&P";"AA";"Stable";"Jun 30 2016"
"european-union";"S&P";"AA+";"Negative";"Aug 03 2015"
"european-union";"DBRS";"AAA";"Stable";"Jul 11 2014"
"european-union";"Moody's";"Aaa";"Stable";"Mar 14 2014"
"european-union";"S&P";"AA+";"Stable";"Dec 20 2013"
"european-union";"S&P";"AA+";"Stable";"Dec 20 2013"
"european-union";"S&P";"AAA";"Negative";"Jan 20 2012"
"european-union";"S&P";"AAA";"Negative Watch";"Dec 07 2011"
"european-union";"Fitch";"AAA";"Stable";"Feb 05 2010"
"european-union";"S&P";"AAA";"Stable";"Apr 11 1990"
"european-union";"S&P";"AAA";"N/A";"Sep 16 1976"
"fiji";"S&P";"B+";"Stable";"Sep 22 2021"
"fiji";"Moody's";"B1";"Negative";"Apr 20 2021"
"fiji";"Moody's";"Ba3";"Negative";"Jun 29 2020"
"fiji";"S&P";"BB-";"Negative";"Jun 18 2020"
"fiji";"S&P";"BB-";"Stable";"Aug 22 2019"
"fiji";"Moody's";"Ba3";"Stable";"Sep 06 2017"
"fiji";"Moody's";"B1";"Positive";"Jun 05 2016"
"fiji";"S&P";"B+";"Stable";"May 01 2015"
"fiji";"S&P";"B";"Positive";"Apr 24 2014"
"fiji";"Moody's";"B1";"Stable";"Feb 13 2013"
"fiji";"S&P";"B";"Stable";"Aug 04 2011"
"fiji";"S&P";"B-";"Positive";"Feb 18 2011"
"fiji";"S&P";"B-";"Stable";"Dec 15 2009"
"fiji";"Moody's";"B1";"Negative";"Apr 22 2009"
"fiji";"S&P";"B-";"Negative";"Apr 15 2009"
"fiji";"S&P";"B";"Negative";"Feb 26 2009"
"fiji";"Moody's";"Ba2";"Negative Watch";"Feb 18 2009"
"fiji";"S&P";"B";"Stable";"Nov 12 2007"
"fiji";"S&P";"B";"Negative";"Mar 15 2007"
"fiji";"Moody's";"Ba2";"Negative";"Dec 06 2006"
"fiji";"S&P";"B+";"Negative Watch";"Nov 07 2006"
"fiji";"S&P";"BB-";"Negative Watch";"Nov 02 2006"
"fiji";"S&P";"BB-";"Stable";"Aug 24 2006"
"fiji";"Moody's";"Ba2";"Stable";"Apr 15 2002"
"fiji";"Moody's";"Ba2";"Negative";"Jul 19 2000"
"fiji";"Moody's";"Ba1";"Negative";"May 31 2000"
"fiji";"Moody's";"Ba1";"Stable";"Mar 31 1999"
"finland";"Fitch";"AA+";"Stable";"Jan 24 2020"
"finland";"Fitch";"AA+";"Positive";"Aug 03 2018"
"finland";"S&P";"AA+";"Stable";"Sep 16 2016"
"finland";"DBRS";"AA (high)";"Stable";"Sep 09 2016"
"finland";"Moody's";"Aa1";"Stable";"Jun 03 2016"
"finland";"Fitch";"AA+";"Stable";"Mar 11 2016"
"finland";"S&P";"AA+";"Negative";"Sep 25 2015"
"finland";"DBRS";"AAA";"Negative";"Sep 11 2015"
"finland";"Moody's";"Aaa";"Negative";"Jun 05 2015"
"finland";"Fitch";"AAA";"Negative";"Mar 20 2015"
"finland";"S&P";"AA+";"Stable";"Oct 10 2014"
"finland";"DBRS";"AAA";"Stable";"May 16 2014"
"finland";"S&P";"AAA";"Negative";"Apr 11 2014"
"finland";"S&P";"AAA";"Stable";"Jan 14 2013"
"finland";"DBRS";"AAA";"Stable";"Aug 14 2012"
"finland";"S&P";"AAA";"Negative";"Jan 13 2012"
"finland";"S&P";"AAA";"Negative Watch";"Dec 05 2011"
"finland";"S&P";"AAA";"Stable";"Feb 01 2002"
"finland";"S&P";"AA+";"Positive";"Oct 03 2000"
"finland";"Fitch";"AAA";"Stable";"Sep 21 2000"
"finland";"S&P";"AA+";"Stable";"Sep 01 1999"
"finland";"Fitch";"AAA";"N/A";"Aug 05 1998"
"finland";"S&P";"AA";"Positive";"May 06 1998"
"finland";"Moody's";"Aaa";"Stable";"May 04 1998"
"finland";"Fitch";"AA+";"N/A";"Apr 29 1997"
"finland";"Moody's";"Aa1";"Stable";"Jan 15 1997"
"finland";"S&P";"AA";"Stable";"Dec 17 1996"
"finland";"Fitch";"AA";"N/A";"Mar 12 1996"
"finland";"S&P";"AA-";"Positive";"Aug 10 1995"
"finland";"Fitch";"AA-";"N/A";"Aug 10 1994"
"finland";"S&P";"AA-";"Stable";"Mar 10 1993"
"finland";"S&P";"AA+";"Negative";"Sep 16 1992"
"finland";"S&P";"AA+";"Stable";"Mar 03 1992"
"finland";"Moody's";"Aa2";"Stable";"Jan 13 1992"
"finland";"S&P";"AAA";"Negative";"Dec 18 1990"
"finland";"Moody's";"Aa1";"Stable";"Oct 20 1990"
"finland";"S&P";"AAA";"Stable";"Jun 26 1989"
"finland";"Moody's";"Aaa";"Stable";"Feb 07 1986"
"finland";"Moody's";"Aa";"Stable";"Oct 19 1977"
"finland";"S&P";"AAA";"N/A";"Apr 01 1972"
"france";"DBRS";"AA (high)";"Stable";"Oct 16 2020"
"france";"Fitch";"AA";"Negative";"May 15 2020"
"france";"DBRS";"AAA";"Negative";"Apr 17 2020"
"france";"Moody's";"Aa2";"Stable";"Feb 21 2020"
"france";"Moody's";"Aa2";"Positive";"May 04 2018"
"france";"S&P";"AA";"Stable";"Oct 21 2016"
"france";"DBRS";"AAA";"Stable";"Apr 29 2016"
"france";"Moody's";"Aa2";"Stable";"Sep 18 2015"
"france";"Fitch";"AA";"Stable";"Dec 12 2014"
"france";"DBRS";"AAA";"Negative";"Nov 07 2014"
"france";"Fitch";"AA+";"Negative Watch";"Oct 14 2014"
"france";"S&P";"AA";"Negative";"Oct 10 2014"
"france";"DBRS";"AAA";"Stable";"May 30 2014"
"france";"S&P";"AA";"Stable";"Nov 08 2013"
"france";"S&P";"AA";"Stable";"Nov 08 2013"
"france";"Fitch";"AA+";"Stable";"Jul 12 2013"
"france";"Moody's";"Aa1";"Negative";"Feb 16 2012"
"france";"S&P";"AA+";"Negative";"Jan 13 2012"
"france";"Fitch";"AAA";"Negative";"Dec 16 2011"
"france";"S&P";"AAA";"Negative Watch";"Dec 05 2011"
"france";"DBRS";"AAA";"Stable";"May 12 2011"
"france";"Fitch";"AAA";"Stable";"Sep 21 2000"
"france";"Fitch";"AAA";"N/A";"Aug 10 1994"
"france";"S&P";"AAA";"Stable";"Jun 26 1989"
"france";"Moody's";"Aaa";"Stable";"Jan 23 1979"
"france";"S&P";"AAA";"N/A";"Jun 25 1975"
"gabon";"Fitch";"B-";"Stable";"Aug 24 2021"
"gabon";"Moody's";"Caa1";"Stable";"Dec 04 2020"
"gabon";"Fitch";"CCC";"N/A";"Apr 03 2020"
"gabon";"Moody's";"Caa1";"Positive";"Jun 14 2019"
"gabon";"Fitch";"B";"Stable";"Oct 05 2018"
"gabon";"Moody's";"Caa1";"Stable";"Jun 08 2018"
"gabon";"Fitch";"B";"Negative";"Oct 13 2017"
"gabon";"Moody's";"B3";"Negative";"Jul 03 2017"
"gabon";"Fitch";"B+";"Negative";"May 06 2016"
"gabon";"Moody's";"B1";"Negative";"Apr 29 2016"
"gabon";"S&P";"N/A";"N/A";"Apr 01 2016"
"gabon";"Moody's";"Ba3";"Negative Watch";"Mar 04 2016"
"gabon";"S&P";"B";"Stable";"Jan 29 2016"
"gabon";"Fitch";"B+";"Stable";"Mar 08 2015"
"gabon";"Moody's";"Ba3";"Stable";"Dec 12 2014"
"gabon";"Fitch";"BB-";"Negative";"Dec 05 2014"
"gabon";"Fitch";"BB-";"Stable";"Mar 21 2013"
"gabon";"Fitch";"BB-";"Positive";"Apr 05 2012"
"gabon";"S&P";"BB-";"Stable";"Feb 20 2012"
"gabon";"Fitch";"BB-";"Stable";"Oct 29 2007"
"georgia";"Moody's";"Ba2";"Negative";"Apr 28 2022"
"georgia";"S&P";"BB";"Stable";"Feb 25 2022"
"georgia";"Fitch";"BB";"Stable";"Aug 06 2021"
"georgia";"S&P";"BB";"Negative";"Feb 26 2021"
"georgia";"Fitch";"BB";"Negative";"Apr 24 2020"
"georgia";"S&P";"BB";"Stable";"Oct 11 2019"
"georgia";"S&P";"BB-";"Positive";"Apr 12 2019"
"georgia";"Fitch";"BB";"Stable";"Feb 22 2019"
"georgia";"Fitch";"BB-";"Positive";"Mar 16 2018"
"georgia";"Moody's";"Ba2";"Stable";"Sep 11 2017"
"georgia";"Moody's";"Ba3";"Stable";"Mar 11 2016"
"georgia";"Fitch";"BB-";"Stable";"Apr 20 2015"
